dt,Temp,rmse[Temp],PotEng,rmse[PotEng],Press,rmse[Press],MolPress,rmse[MolPress]
0.5,296.59656514280033,2.6518135794537944E-002,5480.1447041642577,13.411621760929632,340.55291608367168,12.435632390626683,337.12361625619423,18.549125706000936
01,296.50668021710999,2.7052080729224715E-002,5490.5998676104873,11.909986689995025,284.87283279273271,19.714537163741987,285.66929846246012,28.504485910831765
03,296.05056067549145,2.6592191685268315E-002,5477.5633178505914,19.959641201751115,332.04009312792988,15.831864082083323,338.85022767067113,21.477611182118817
06,296.05199261535478,2.6695415186879509E-002,-920.44205100188628,41.027937802977490,381.47622278448620,36.676426749791922,-9587.7056106368345,77.712453457583734
09,296.11933379174354,2.6620263936647154E-002,-927.31328421492697,30.103290960481715,301.07089248696536,16.818618984802018,-9722.1635326254327,31.757222586313024
15,296.15572643232758,2.6530957574368352E-002,-881.96996506043251,25.460306842579257,316.69621688022210,22.527715373308233,-9649.8854578031060,44.415977411060425
30,296.93098701789239,2.6675970594274633E-002,-880.43351090650197,36.860407554155003,315.67027165580163,19.344110532139499,-9626.3005815478336,47.535925679372312
45,298.83253504699206,2.7015872406938046E-002,-846.55570571326587,44.467892806107024,323.97199589718230,22.081985711902927,-9598.8866633553844,53.269358714002394
90,310.57172427532083,3.0278035131875984E-002,-881.95156497612390,21.565540080997593,279.93329357727862,21.528609165946808,-9679.5170988459031,49.122102849201369
