# Distance [pm],  g(r),  g(r)
80.12500000,  0.000000000,  0.000000000
80.37500000,  0.000000000,  0.000000000
80.62500000,  0.000000000,  0.000000000
80.87500000,  0.000000000,  0.000000000
81.12500000,  0.000000000,  0.000000000
81.37500000,  0.000000000,  0.000000000
81.62500000,  0.000000000,  0.000000000
81.87500000,  0.000000000,  0.000000000
82.12500000,  0.000000000,  0.000000000
82.37500000,  0.000000000,  0.000000000
82.62500000,  0.000000000,  0.000000000
82.87500000,  0.000000000,  0.000000000
83.12500000,  0.000000000,  0.000000000
83.37500000,  0.000000000,  0.000000000
83.62500000,  0.000000000,  0.000000000
83.87500000,  0.000000000,  0.000000000
84.12500000,  0.000000000,  0.000000000
84.37500000,  0.000000000,  0.000000000
84.62500000,  0.000000000,  0.000000000
84.87500000,  0.0008271239987,  0.000000000
85.12500000,  0.001092722414,  0.0009895244164
85.37500000,  0.000000000,  0.0009303219959
85.62500000,  0.003362207458,  0.000000000
85.87500000,  0.004426110513,  0.001165868735
86.12500000,  0.003073407423,  0.004145747381
86.37500000,  0.0006573530795,  0.004638621013
86.62500000,  0.005878781438,  0.006990483494
86.87500000,  0.01128590688,  0.009309612066
87.12500000,  0.02369037812,  0.02368469274
87.37500000,  0.03450703366,  0.02833561351
87.62500000,  0.03349102545,  0.03596887422
87.87500000,  0.04838184160,  0.06266969753
88.12500000,  0.06350264973,  0.08271948845
88.37500000,  0.08430999669,  0.07883571436
88.62500000,  0.1284683439,  0.1247054627
88.87500000,  0.1729375275,  0.1959891344
89.12500000,  0.2806441267,  0.2363613821
89.37500000,  0.3284515019,  0.3201464876
89.62500000,  0.5093866446,  0.4683855963
89.87500000,  0.6709505014,  0.6185484782
90.12500000,  0.8528184666,  0.7971639072
90.37500000,  1.077245401,  1.065691846
90.62500000,  1.482342910,  1.457101202
90.87500000,  1.823503381,  1.792391549
91.12500000,  2.355463062,  2.243197105
91.37500000,  2.860448995,  2.991587825
91.62500000,  3.597410217,  3.837400447
91.87500000,  4.482154974,  4.595915014
92.12500000,  5.884361943,  5.803783260
92.37500000,  7.301440056,  7.221623844
92.62500000,  8.960967524,  8.809065016
92.87500000,  11.05165272,  10.60026348
93.12500000,  13.17498621,  13.06713698
93.37500000,  15.81073952,  15.53232290
93.62500000,  18.94855956,  18.78856287
93.87500000,  22.30989541,  22.17317858
94.12500000,  25.92017637,  26.29498126
94.37500000,  30.34524382,  30.54119393
94.62500000,  35.14018753,  35.46308904
94.87500000,  40.52417550,  40.67786752
95.12500000,  46.67177329,  46.03480244
95.37500000,  52.58140636,  51.83417256
95.62500000,  58.57968171,  58.44007632
95.87500000,  65.50036798,  65.26889299
96.12500000,  71.93605351,  72.77177866
96.37500000,  78.82719575,  80.31725447
96.62500000,  86.81475564,  86.94520566
96.87500000,  94.13307737,  93.96845261
97.12500000,  100.5368717,  100.8291350
97.37500000,  107.9071611,  107.8110273
97.62500000,  114.4566963,  113.8944876
97.87500000,  119.3522777,  120.4558074
98.12500000,  124.7935860,  125.6739214
98.37500000,  129.1010985,  129.7027474
98.62500000,  132.4764795,  132.3009412
98.87500000,  135.0525717,  135.4619812
99.12500000,  137.0225282,  136.9373551
99.37500000,  137.7281449,  136.8408950
99.62500000,  136.9369621,  136.9731356
99.87500000,  135.7257500,  136.1754015
100.1250000,  134.1353676,  133.6230005
100.3750000,  130.0291487,  130.7518781
100.6250000,  125.6184652,  126.2458989
100.8750000,  119.8766990,  120.1488218
101.1250000,  115.5226216,  115.5940830
101.3750000,  109.8020793,  109.8913837
101.6250000,  102.5014972,  102.7406598
101.8750000,  96.02909371,  95.54445348
102.1250000,  89.03485443,  89.00804759
102.3750000,  81.52640159,  82.06984289
102.6250000,  74.36994752,  74.38547292
102.8750000,  67.79953869,  67.48336880
103.1250000,  60.50282942,  60.54422131
103.3750000,  53.46609063,  53.94774021
103.6250000,  47.70915405,  47.18899190
103.8750000,  42.22963445,  41.66536343
104.1250000,  37.11046521,  36.75981636
104.3750000,  32.14802481,  31.58065482
104.6250000,  27.27254701,  27.30969674
104.8750000,  23.24210454,  22.98066423
105.1250000,  19.75543506,  19.50853693
105.3750000,  16.30211080,  16.21130524
105.6250000,  13.82201591,  13.58875536
105.8750000,  11.70223637,  11.37099414
106.1250000,  9.391233152,  9.211899576
106.3750000,  7.720357819,  7.547213982
106.6250000,  6.135480346,  5.975116949
106.8750000,  5.055233125,  4.914758692
107.1250000,  4.079605293,  3.957740244
107.3750000,  3.187683521,  3.222721629
107.6250000,  2.490230409,  2.467323746
107.8750000,  1.874777374,  1.904820059
108.1250000,  1.510640507,  1.457873166
108.3750000,  1.160634070,  1.152473946
108.6250000,  0.8819139894,  0.8357800028
108.8750000,  0.6845287843,  0.6552245767
109.1250000,  0.5204849598,  0.4581074368
109.3750000,  0.4014044658,  0.3571482493
109.6250000,  0.2597934920,  0.3043499699
109.8750000,  0.2028948285,  0.1862637827
110.1250000,  0.1462476643,  0.1589799922
110.3750000,  0.07802950913,  0.1278768410
110.6250000,  0.07385078166,  0.07999907748
110.8750000,  0.05297726938,  0.06695064775
111.1250000,  0.04258332488,  0.04634283397
111.3750000,  0.03064051341,  0.02529958443
111.6250000,  0.01670032934,  0.01348865642
111.8750000,  0.01464775549,  0.01105727888
112.1250000,  0.01054157231,  0.004680084515
112.3750000,  0.003658753149,  0.001988510779
112.6250000,  0.004468835032,  0.004920733802
112.8750000,  0.003257586883,  0.005242935508
113.1250000,  0.0008644531704,  0.001355409164
113.3750000,  0.002640673225,  0.000000000
113.6250000,  0.001476940512,  0.001907289989
113.8750000,  0.0007774723292,  0.001736881908
114.1250000,  0.001707905014,  0.0001955209271
114.3750000,  0.001965285137,  0.000000000
114.6250000,  0.0001665026738,  0.000000000
114.8750000,  0.000000000,  0.000000000
115.1250000,  0.000000000,  0.000000000
115.3750000,  0.000000000,  0.000000000
115.6250000,  0.000000000,  0.000000000
115.8750000,  0.000000000,  0.000000000
116.1250000,  0.000000000,  0.000000000
116.3750000,  0.000000000,  0.000000000
116.6250000,  0.000000000,  0.000000000
116.8750000,  0.000000000,  0.000000000
117.1250000,  0.000000000,  0.000000000
117.3750000,  0.000000000,  0.000000000
117.6250000,  0.000000000,  0.000000000
117.8750000,  0.000000000,  0.000000000
118.1250000,  0.000000000,  0.000000000
118.3750000,  0.000000000,  0.000000000
118.6250000,  0.000000000,  0.000000000
118.8750000,  0.000000000,  0.000000000
119.1250000,  0.000000000,  0.000000000
119.3750000,  0.000000000,  0.000000000
119.6250000,  0.000000000,  0.000000000
119.8750000,  0.000000000,  0.000000000
