# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  72.74633967,  77.87198448
1.500000000,  72.12917823,  77.02253093
2.500000000,  72.08916731,  75.88746814
3.500000000,  73.26485500,  75.97314488
4.500000000,  73.23296109,  77.40461705
5.500000000,  71.81469003,  76.51408267
6.500000000,  71.99775486,  76.85746671
7.500000000,  73.02263825,  77.11966450
8.500000000,  71.94092969,  77.76513816
9.500000000,  74.26330319,  77.21449478
10.50000000,  74.17292562,  76.62461200
11.50000000,  75.36887247,  78.00617496
12.50000000,  74.42299298,  77.35708769
13.50000000,  74.63040791,  77.78044847
14.50000000,  74.99061674,  78.15967736
15.50000000,  74.62141614,  78.49766156
16.50000000,  75.31494747,  78.71962969
17.50000000,  75.71084873,  79.12105413
18.50000000,  76.62537322,  79.16880717
19.50000000,  76.61339266,  80.55486201
20.50000000,  78.08153852,  80.99221048
21.50000000,  77.83846814,  80.84057401
22.50000000,  79.48168306,  80.81615479
23.50000000,  80.05900046,  81.43061816
24.50000000,  82.05598617,  82.89966253
25.50000000,  82.93170510,  83.64904267
26.50000000,  82.81609671,  84.65253378
27.50000000,  83.76695930,  85.97517896
28.50000000,  84.26816974,  87.42009191
29.50000000,  85.98737318,  87.71588879
30.50000000,  87.20405163,  88.80045294
31.50000000,  88.32115389,  89.64118725
32.50000000,  89.11648777,  90.40563168
33.50000000,  90.75593736,  91.48616401
34.50000000,  92.42900617,  93.38312093
35.50000000,  92.92638399,  95.12031744
36.50000000,  95.74684427,  96.38679121
37.50000000,  96.32740866,  97.47340394
38.50000000,  97.41524359,  98.26715746
39.50000000,  98.59163297,  99.93552914
40.50000000,  100.1436415,  102.1919311
41.50000000,  102.0856245,  103.9193749
42.50000000,  105.2037253,  105.2450019
43.50000000,  105.9181479,  105.9274836
44.50000000,  107.8931055,  106.4876982
45.50000000,  108.4857670,  109.9365346
46.50000000,  109.8729794,  110.5629108
47.50000000,  110.5655686,  111.3334809
48.50000000,  113.3325644,  112.5952907
49.50000000,  114.4461560,  114.5768796
50.50000000,  115.1544580,  116.0997344
51.50000000,  118.1550259,  116.5568258
52.50000000,  116.7662856,  118.7726400
53.50000000,  119.8052943,  119.2202625
54.50000000,  120.5252210,  121.6418090
55.50000000,  120.2068358,  121.4764049
56.50000000,  121.0760205,  121.6093223
57.50000000,  122.2482028,  122.1371028
58.50000000,  123.5307194,  122.5112084
59.50000000,  123.6637170,  122.8422699
60.50000000,  123.8842740,  122.4375038
61.50000000,  123.8190877,  123.1298075
62.50000000,  123.3522202,  122.0866307
63.50000000,  123.6895579,  122.3243808
64.50000000,  121.9306278,  119.2538136
65.50000000,  121.8739557,  118.5341030
66.50000000,  120.9646774,  118.7120572
67.50000000,  119.2999990,  116.7833530
68.50000000,  118.3007126,  116.6353490
69.50000000,  116.5674707,  114.7877757
70.50000000,  114.8620428,  112.9901234
71.50000000,  114.4702677,  110.5201016
72.50000000,  110.8484928,  107.4226036
73.50000000,  108.6686965,  105.9333580
74.50000000,  105.6356920,  104.1407627
75.50000000,  103.0842609,  103.0316347
76.50000000,  102.6465999,  99.32578033
77.50000000,  102.1089265,  97.00676704
78.50000000,  98.67680652,  96.09621513
79.50000000,  95.98339089,  93.93520884
80.50000000,  94.29989419,  91.88309104
81.50000000,  92.30252479,  90.47165716
82.50000000,  90.82693059,  86.86921193
83.50000000,  89.26821995,  84.67746289
84.50000000,  86.87777143,  84.10146338
85.50000000,  85.67174249,  82.93408872
86.50000000,  85.22520566,  81.42506831
87.50000000,  84.66807895,  81.16169886
88.50000000,  82.66805166,  79.86804409
89.50000000,  82.39724050,  78.19532862
90.50000000,  82.28337039,  78.42870892
91.50000000,  82.30984656,  77.63947660
92.50000000,  83.53494248,  78.60526688
93.50000000,  83.51130987,  78.58922447
94.50000000,  85.47440045,  79.82329462
95.50000000,  86.33769666,  81.11159424
96.50000000,  87.04254202,  82.15324299
97.50000000,  87.99003041,  83.73124399
98.50000000,  91.51240383,  84.13242931
99.50000000,  92.78990521,  86.39581339
100.5000000,  96.04624220,  89.69453548
101.5000000,  97.84840796,  91.99446270
102.5000000,  100.5163254,  92.36471579
103.5000000,  103.0603441,  95.96987822
104.5000000,  106.2939127,  100.0317739
105.5000000,  110.6755074,  101.4728008
106.5000000,  113.5355563,  104.8932005
107.5000000,  116.9414411,  107.5786588
108.5000000,  120.8544743,  111.1804371
109.5000000,  122.6798705,  114.2659930
110.5000000,  126.2517596,  117.1150275
111.5000000,  128.8524028,  120.4210249
112.5000000,  130.4755254,  122.5484673
113.5000000,  132.5564597,  126.7560237
114.5000000,  136.4163157,  129.0050947
115.5000000,  139.2238024,  130.5532270
116.5000000,  139.6700304,  133.0832889
117.5000000,  141.9624519,  133.9106866
118.5000000,  141.3970570,  133.9329314
119.5000000,  140.7567861,  133.8701522
120.5000000,  141.3026704,  136.5773892
121.5000000,  143.7244560,  135.4368071
122.5000000,  141.8181160,  135.1386419
123.5000000,  141.9243739,  133.4786492
124.5000000,  141.6921968,  131.4565944
125.5000000,  138.7513709,  130.6838379
126.5000000,  135.7853851,  131.0405342
127.5000000,  133.7989785,  130.1115803
128.5000000,  132.0873673,  126.8139812
129.5000000,  130.0122662,  124.3229124
130.5000000,  127.6780608,  122.4427770
131.5000000,  123.3103612,  120.8334664
132.5000000,  120.8093743,  117.0686204
133.5000000,  118.7964782,  114.7339800
134.5000000,  115.4077742,  113.5294620
135.5000000,  111.7095168,  109.5606545
136.5000000,  109.7929453,  108.0313198
137.5000000,  106.9039472,  107.0264767
138.5000000,  104.6894910,  102.8057161
139.5000000,  101.9460321,  101.3501207
140.5000000,  99.58448305,  99.80436685
141.5000000,  96.19680247,  97.08380520
142.5000000,  94.46217930,  95.12861491
143.5000000,  92.23452058,  93.41149544
144.5000000,  90.31263533,  91.68565525
145.5000000,  89.26056180,  89.99380534
146.5000000,  87.42719446,  89.46078285
147.5000000,  85.45060342,  89.02815484
148.5000000,  84.98420935,  87.97614860
149.5000000,  84.29589027,  87.18446557
150.5000000,  83.27417352,  87.84015584
151.5000000,  83.30963975,  87.02136562
152.5000000,  83.53106173,  87.74804575
153.5000000,  82.84689457,  87.36110550
154.5000000,  82.87230607,  86.74290427
155.5000000,  85.34688643,  87.77572234
156.5000000,  85.21679380,  88.88453613
157.5000000,  83.74984980,  89.55252101
158.5000000,  85.31126637,  90.00966857
