# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  73.64242155,  78.67011650
1.500000000,  73.43530742,  80.41958393
2.500000000,  73.54535408,  79.34237364
3.500000000,  74.18934786,  78.74170102
4.500000000,  73.86294796,  79.60921414
5.500000000,  74.11687298,  78.73391020
6.500000000,  75.06589695,  79.12870934
7.500000000,  74.26806266,  80.31206372
8.500000000,  73.41240336,  80.12940973
9.500000000,  74.74118645,  81.12062606
10.50000000,  74.79832471,  79.38303419
11.50000000,  75.28538189,  79.31795950
12.50000000,  74.57388849,  80.32595659
13.50000000,  74.83913188,  80.42920127
14.50000000,  75.59019846,  80.64981107
15.50000000,  76.80590900,  81.30474148
16.50000000,  76.47218547,  81.17584758
17.50000000,  76.46799772,  82.39579311
18.50000000,  77.23173517,  83.44124566
19.50000000,  78.26639423,  83.59919102
20.50000000,  78.55087803,  83.04165578
21.50000000,  79.07673648,  82.95713607
22.50000000,  80.47156449,  84.11213245
23.50000000,  81.44656999,  85.17600820
24.50000000,  81.58653266,  85.45008990
25.50000000,  82.11406855,  86.14349013
26.50000000,  82.83900623,  85.80744286
27.50000000,  82.74037181,  86.40837531
28.50000000,  85.71322906,  88.24894868
29.50000000,  87.28404042,  90.29441372
30.50000000,  87.87018334,  90.33516087
31.50000000,  89.61109804,  90.64480253
32.50000000,  89.83836866,  93.42385383
33.50000000,  92.85664827,  94.64603337
34.50000000,  92.90585760,  96.33273378
35.50000000,  95.40926593,  96.98097650
36.50000000,  96.86325402,  96.77783923
37.50000000,  98.22601955,  98.47706383
38.50000000,  100.2711556,  100.9761699
39.50000000,  101.2248552,  102.8995209
40.50000000,  103.1149738,  104.4296324
41.50000000,  106.0976388,  105.4483737
42.50000000,  106.4085189,  106.4943643
43.50000000,  109.2022654,  108.7369113
44.50000000,  111.2733906,  111.1857905
45.50000000,  111.7912411,  112.0366392
46.50000000,  113.5382424,  113.7393564
47.50000000,  114.9711852,  114.7674797
48.50000000,  118.3728318,  117.3319303
49.50000000,  119.5140374,  118.2143635
50.50000000,  119.8612673,  119.6718357
51.50000000,  122.6532320,  121.5436471
52.50000000,  122.6904000,  122.2052730
53.50000000,  123.5124388,  123.0208708
54.50000000,  125.1761501,  125.2507051
55.50000000,  126.8509502,  126.1430920
56.50000000,  127.5189110,  127.0202572
57.50000000,  128.1539764,  126.5288883
58.50000000,  129.2529987,  126.8563817
