# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  73.58131436,  75.04458987
1.500000000,  73.96888454,  75.49230526
2.500000000,  75.63662292,  76.66100316
3.500000000,  74.42350967,  76.63750390
4.500000000,  75.88161498,  76.97704784
5.500000000,  74.45894649,  75.02845223
6.500000000,  73.92681462,  75.93372629
7.500000000,  73.34406453,  75.74077603
8.500000000,  75.10238136,  76.82436863
9.500000000,  74.41542229,  75.54992560
10.50000000,  74.93505115,  76.06277373
11.50000000,  74.79263611,  76.50146524
12.50000000,  74.41647233,  78.64754115
13.50000000,  75.68029847,  77.85041661
14.50000000,  75.80254138,  77.91862576
15.50000000,  76.40268721,  78.17746845
16.50000000,  76.93743999,  78.30579604
17.50000000,  77.40242255,  78.25175825
18.50000000,  77.69397283,  79.88843013
19.50000000,  77.96654319,  80.42475749
20.50000000,  78.60809549,  80.22529164
21.50000000,  79.44410925,  82.42576125
22.50000000,  79.68306103,  82.56117723
23.50000000,  80.79505065,  82.95603195
24.50000000,  81.95340936,  84.07120128
25.50000000,  82.05135190,  85.00799009
26.50000000,  83.75258946,  86.73977408
27.50000000,  83.73191379,  87.62199549
28.50000000,  85.38060852,  87.81910594
29.50000000,  86.01099299,  88.71558643
30.50000000,  86.56274001,  91.09734949
31.50000000,  89.49411500,  93.12684054
32.50000000,  90.56609909,  93.21325880
33.50000000,  91.50162481,  94.25822131
34.50000000,  93.10489785,  95.88016362
35.50000000,  94.95308125,  98.67597740
36.50000000,  95.77740198,  100.3171542
37.50000000,  96.87693917,  101.2713189
38.50000000,  97.88810072,  100.5615855
39.50000000,  99.04518119,  102.9254689
40.50000000,  101.2871816,  105.3711091
41.50000000,  102.7462018,  106.6565590
42.50000000,  103.0485009,  108.1536834
43.50000000,  104.5232233,  110.0010217
44.50000000,  106.5024686,  109.6367215
45.50000000,  108.4693208,  110.7390320
46.50000000,  111.0442329,  113.5369338
47.50000000,  112.0308407,  116.5093001
48.50000000,  113.6805639,  117.5107461
49.50000000,  113.4492116,  117.2989212
50.50000000,  115.8183206,  118.7483914
51.50000000,  116.3078587,  117.9809212
52.50000000,  115.9753147,  120.4372293
53.50000000,  118.1975168,  121.0240926
54.50000000,  120.1802171,  120.1908182
55.50000000,  121.7516991,  121.7784831
56.50000000,  121.4974110,  121.9223532
57.50000000,  122.4267670,  122.3516901
58.50000000,  122.1017024,  124.0966521
59.50000000,  121.8096343,  123.2024761
60.50000000,  122.3468369,  122.6562767
61.50000000,  121.7155209,  121.1521948
62.50000000,  120.2874973,  122.7834435
63.50000000,  120.1799036,  121.1881173
64.50000000,  120.3381583,  120.2657737
65.50000000,  119.4928659,  118.7453487
66.50000000,  117.7221725,  117.0780661
67.50000000,  115.1566076,  116.4604486
68.50000000,  114.3382573,  115.2125043
69.50000000,  113.8384456,  113.1746567
70.50000000,  110.5034078,  111.3784315
71.50000000,  108.3291001,  108.3757286
72.50000000,  107.3272886,  105.5591165
73.50000000,  105.7282498,  102.0657745
74.50000000,  104.4775832,  100.3095547
75.50000000,  101.7271291,  98.34517255
76.50000000,  98.06314096,  97.22923295
77.50000000,  96.75136445,  95.07968157
78.50000000,  94.34450191,  93.07663140
79.50000000,  93.55054543,  88.97145677
80.50000000,  91.58406357,  87.75114186
81.50000000,  89.71437174,  85.99501303
82.50000000,  88.00888609,  84.94663408
83.50000000,  87.11872071,  82.92458933
84.50000000,  84.50168028,  80.67104876
85.50000000,  83.97999622,  79.01048752
86.50000000,  82.20069051,  78.42596121
87.50000000,  80.92213614,  77.79304744
88.50000000,  79.66472367,  76.03242119
89.50000000,  79.93650971,  75.42923553
90.50000000,  79.24499276,  76.29840765
91.50000000,  78.67286391,  76.24338393
92.50000000,  79.03354883,  75.36040247
93.50000000,  79.51299822,  76.27552567
94.50000000,  81.05459620,  77.17089134
95.50000000,  82.63726110,  78.04789459
96.50000000,  83.33847094,  78.95449155
97.50000000,  83.21092521,  79.31634797
98.50000000,  85.02682434,  81.62900637
99.50000000,  88.25633844,  84.10472189
100.5000000,  91.07739239,  85.73429284
101.5000000,  93.40941864,  87.92972327
102.5000000,  95.40805104,  91.83691754
103.5000000,  96.16843077,  92.03579855
104.5000000,  99.24132150,  95.36143759
105.5000000,  100.9394707,  97.23557990
106.5000000,  104.4340947,  101.7966448
107.5000000,  110.5449251,  106.3341314
108.5000000,  113.1305247,  108.9820260
109.5000000,  114.3015207,  112.4812220
110.5000000,  117.3162986,  115.5143446
111.5000000,  119.4387988,  118.7968998
112.5000000,  122.5890165,  120.0648122
113.5000000,  126.3697600,  122.0000471
114.5000000,  128.4230088,  124.4054914
115.5000000,  127.4711170,  126.4080806
116.5000000,  129.8188397,  128.6684327
117.5000000,  130.9564972,  129.5918001
118.5000000,  131.5249500,  132.8132020
119.5000000,  134.7388074,  132.7619023
120.5000000,  133.7284865,  131.8013138
121.5000000,  135.0147655,  134.0061012
122.5000000,  133.4548488,  134.0680561
123.5000000,  132.8822960,  132.1647409
124.5000000,  131.1768142,  130.7148621
125.5000000,  130.9263696,  130.1846822
126.5000000,  129.1377482,  128.9691128
127.5000000,  125.7033458,  126.3914291
128.5000000,  124.2730694,  126.0507718
129.5000000,  121.7603166,  122.4856672
130.5000000,  120.1567852,  120.1735099
131.5000000,  119.5253634,  118.4175299
132.5000000,  116.2807242,  115.4536249
133.5000000,  113.8832218,  114.0171084
134.5000000,  112.1052549,  111.2895788
135.5000000,  107.8317047,  107.9025738
136.5000000,  106.3492012,  105.3734485
137.5000000,  104.1501538,  104.0094719
138.5000000,  101.3909081,  101.6711304
139.5000000,  99.19682366,  100.1982322
140.5000000,  96.66661468,  97.69463934
141.5000000,  94.08815825,  94.87388264
142.5000000,  93.02118442,  94.13932898
143.5000000,  91.71109723,  91.64169801
144.5000000,  89.41252643,  89.82205167
145.5000000,  90.32474313,  88.67736333
146.5000000,  88.12695297,  86.89069093
147.5000000,  87.01584286,  86.50334703
148.5000000,  86.16251923,  84.19167728
149.5000000,  85.72714069,  83.71691071
150.5000000,  84.35738834,  83.37967632
151.5000000,  84.05412048,  84.32998573
152.5000000,  85.18015683,  83.93256613
153.5000000,  85.21686834,  83.67652303
154.5000000,  84.69106405,  84.15732917
155.5000000,  86.24518598,  85.18498901
156.5000000,  85.50192468,  85.28417702
157.5000000,  86.98349259,  85.41505338
158.5000000,  88.34069062,  87.43000800
159.5000000,  88.86200872,  88.33998795
160.5000000,  89.78325948,  90.15029818
161.5000000,  91.15920508,  89.68778031
162.5000000,  92.83838295,  90.83650450
163.5000000,  93.62984201,  92.58045272
164.5000000,  95.31857222,  93.44123115
165.5000000,  97.93068516,  94.51887923
166.5000000,  98.77893901,  95.40767158
167.5000000,  101.7874938,  99.86576744
168.5000000,  102.4349990,  101.5521991
169.5000000,  103.7854236,  102.2147561
170.5000000,  105.3297718,  102.4856749
171.5000000,  106.8993388,  105.2469222
172.5000000,  107.9569927,  105.1569709
173.5000000,  109.8152052,  106.5369041
174.5000000,  110.9161409,  107.9831980
175.5000000,  111.5605318,  108.5538048
176.5000000,  110.9375446,  108.0647683
177.5000000,  111.8131817,  109.4606926
178.5000000,  111.1501315,  110.6296715
179.5000000,  112.1065942,  109.3384999
180.5000000,  112.2726126,  109.2011326
181.5000000,  111.2702704,  108.6308792
182.5000000,  110.8630739,  106.6572627
183.5000000,  110.6685808,  108.1354906
184.5000000,  110.6551633,  107.9027573
185.5000000,  110.3270424,  106.6045434
186.5000000,  108.6229857,  105.4292542
187.5000000,  107.6190981,  103.5625194
188.5000000,  105.4206538,  104.4653752
189.5000000,  104.9228641,  102.4133470
190.5000000,  104.0951759,  100.4872100
191.5000000,  102.5240704,  97.49026052
192.5000000,  101.1200436,  97.95268589
193.5000000,  99.21361953,  96.61330174
194.5000000,  96.74738919,  94.54480645
195.5000000,  94.74043056,  92.92491288
196.5000000,  94.77107109,  90.70181377
197.5000000,  91.43804195,  89.51254538
198.5000000,  91.00490184,  89.04955011
199.5000000,  90.45395237,  87.59183484
200.5000000,  89.02897708,  85.69347595
201.5000000,  87.44444484,  84.77829986
202.5000000,  86.01774905,  84.22116994
203.5000000,  85.21154909,  82.59890574
204.5000000,  85.46383030,  81.97003680
205.5000000,  84.78827745,  81.26139747
206.5000000,  84.76066260,  81.97892392
207.5000000,  83.84500946,  81.72938013
208.5000000,  85.08590406,  81.80977947
209.5000000,  83.44130839,  82.17611022
210.5000000,  83.86581330,  82.00328622
211.5000000,  85.82916589,  83.50723339
212.5000000,  86.52104256,  83.70715826
213.5000000,  87.97165178,  84.69949331
214.5000000,  90.26593826,  84.84833224
215.5000000,  90.20461324,  87.95692887
216.5000000,  91.22191310,  89.78628963
217.5000000,  93.61596844,  91.88866674
218.5000000,  95.41545009,  93.88521630
219.5000000,  97.08562008,  95.85417407
220.5000000,  98.74885733,  98.94128361
221.5000000,  100.1507225,  101.6169560
222.5000000,  103.1805284,  103.6868316
223.5000000,  105.5326576,  106.1027648
224.5000000,  108.0734622,  109.1052022
225.5000000,  111.3366405,  111.5388922
226.5000000,  114.7553016,  112.6861528
227.5000000,  116.1681468,  115.7620327
228.5000000,  119.5246820,  120.5142991
229.5000000,  121.5933666,  123.8021735
230.5000000,  122.0852784,  124.5362824
231.5000000,  125.3639802,  126.2513887
232.5000000,  128.0069972,  129.9919692
233.5000000,  128.7100688,  131.8721907
234.5000000,  129.7685745,  134.5514830
235.5000000,  130.6885320,  134.8862448
236.5000000,  133.1290134,  137.2945269
237.5000000,  134.6813818,  137.9948300
238.5000000,  135.4903335,  138.5328618
239.5000000,  135.7339694,  138.3284343
240.5000000,  133.6865029,  137.1640194
