dt,mean,stdev
0.5,154.412,3.1025,191.744,51.2033,191.736,51.2013,99.4138,2.91415,99.3994,2.91386
01,154.411,3.10106,192.974,51.2557,192.965,51.248,99.4098,2.91282,99.404,2.91219
03,154.415,3.10376,193.367,51.2497,193.377,51.2584,99.4018,2.89451,99.4185,2.89499
06,154.41,3.1032,192.571,51.2486,192.577,51.2608,99.4075,2.89646,99.4118,2.89632
09,154.412,3.10222,191.14,51.1837,191.135,51.1826,99.4108,2.89403,99.4006,2.89634
15,154.414,3.10404,191.963,51.2353,191.961,51.2313,99.4123,2.89528,99.4073,2.89752
30,154.413,3.10322,193.39,51.278,193.389,51.2714,99.4048,2.89693,99.4114,2.89421
45,154.414,3.10365,191.131,51.1758,191.133,51.1841,99.407,2.89533,99.3989,2.89652
90,154.412,3.10284,192.758,51.2389,192.761,51.2399,99.4021,2.89649,99.4052,2.8956
