# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  74.11010027,  72.91416285
1.500000000,  74.73099991,  73.70574518
2.500000000,  74.87473247,  74.28159352
3.500000000,  74.27196134,  74.77506033
4.500000000,  76.88475998,  74.02125153
5.500000000,  76.46476277,  72.92453890
6.500000000,  76.03549034,  73.73706425
7.500000000,  73.99957133,  73.70522661
8.500000000,  74.64694326,  74.07622253
9.500000000,  75.73773511,  74.99265195
10.50000000,  75.22512814,  75.58827349
11.50000000,  75.81870487,  75.91885805
12.50000000,  76.46700604,  75.78865963
13.50000000,  75.73089377,  75.82605218
14.50000000,  75.63414131,  77.30041913
15.50000000,  77.71336718,  77.64232698
16.50000000,  77.65383153,  78.10240953
17.50000000,  77.35877721,  77.33630384
18.50000000,  78.46665722,  78.72103054
19.50000000,  80.65816891,  79.83203658
20.50000000,  79.29117551,  79.28694154
21.50000000,  80.98175488,  79.39227460
22.50000000,  81.24703378,  81.61358033
23.50000000,  82.02483023,  82.46868234
24.50000000,  82.96835225,  83.92251915
25.50000000,  83.24748708,  83.89672496
26.50000000,  83.71650076,  84.50089801
27.50000000,  84.90924736,  85.98708895
28.50000000,  86.42898750,  86.23561231
29.50000000,  86.54043199,  88.21842894
30.50000000,  87.65148166,  90.56901705
31.50000000,  89.15476426,  91.23735308
32.50000000,  90.81221588,  93.11530306
33.50000000,  91.33485825,  93.65005290
34.50000000,  92.43316988,  95.01719507
35.50000000,  92.53454721,  96.78461359
36.50000000,  94.43219894,  98.02197179
37.50000000,  98.76523511,  99.43417068
38.50000000,  98.64543264,  101.6898881
39.50000000,  99.62730180,  102.8056798
40.50000000,  101.2681735,  103.9509535
41.50000000,  102.2535521,  105.2961748
42.50000000,  103.1799626,  106.6471037
43.50000000,  106.5710354,  108.4927655
44.50000000,  108.2488244,  110.6262442
45.50000000,  110.4912760,  112.9241686
46.50000000,  111.1157887,  114.5920042
47.50000000,  111.9474789,  114.9799296
48.50000000,  112.6131931,  118.3734377
49.50000000,  115.8748657,  118.2090440
50.50000000,  116.0756656,  119.3642865
51.50000000,  118.1335329,  120.2892566
52.50000000,  119.3748213,  120.9413753
53.50000000,  120.1254399,  122.1890838
54.50000000,  121.4531362,  123.8064507
55.50000000,  120.8329353,  125.2941164
56.50000000,  120.0806677,  125.8842231
57.50000000,  121.7370407,  126.0661757
58.50000000,  121.5359602,  126.1065075
59.50000000,  121.3984178,  125.6653251
60.50000000,  122.7842323,  126.6968549
61.50000000,  123.5868086,  126.4028179
62.50000000,  122.2480125,  126.3105184
63.50000000,  122.3348515,  125.3565743
