# Dihedral Angle (Degree),  Occurrence1,  Occurrence2
1.000000000,  77.67346652,  74.82291869
3.000000000,  76.60313201,  75.18488916
5.000000000,  76.92662054,  75.61027910
7.000000000,  77.42911406,  75.50814651
9.000000000,  77.39450753,  76.10202221
11.00000000,  76.90355777,  75.51925380
13.00000000,  77.61497290,  76.24266521
15.00000000,  77.67121528,  77.05249752
17.00000000,  78.23704331,  77.68578467
19.00000000,  79.40571101,  78.18708803
21.00000000,  80.20156010,  78.46250071
23.00000000,  81.35094513,  79.82004079
25.00000000,  83.45116496,  81.25870378
27.00000000,  83.80096780,  82.32177078
29.00000000,  86.64039786,  84.63375542
31.00000000,  88.07233886,  86.10994363
33.00000000,  90.67149863,  89.32803447
35.00000000,  92.90827144,  91.79448252
37.00000000,  95.38743177,  92.50277225
39.00000000,  97.31639868,  94.79418869
41.00000000,  101.2190476,  97.24935870
43.00000000,  102.2845107,  100.8070373
45.00000000,  105.2506867,  103.9908184
47.00000000,  107.2879382,  106.7151765
49.00000000,  109.5300465,  109.5415535
51.00000000,  112.1008622,  111.5079350
53.00000000,  114.7882937,  113.7097864
55.00000000,  116.5385900,  115.4771247
57.00000000,  118.1513377,  117.8159086
59.00000000,  118.8441552,  117.2103167
61.00000000,  118.1010213,  117.0961567
63.00000000,  117.1150914,  116.7747450
65.00000000,  115.7341331,  114.2795496
67.00000000,  113.2346685,  112.1984945
69.00000000,  111.0753325,  110.2041022
71.00000000,  107.1905284,  106.8330628
73.00000000,  103.7181141,  103.8068839
75.00000000,  98.82507220,  99.23432121
77.00000000,  94.55413016,  95.66833999
79.00000000,  91.60746829,  91.48740548
81.00000000,  87.59496232,  88.56667564
83.00000000,  84.12118298,  83.65375959
85.00000000,  80.09792738,  81.91427932
87.00000000,  78.25082094,  79.97221770
89.00000000,  76.84319887,  78.85787534
91.00000000,  75.41537297,  77.34605501
93.00000000,  76.82260272,  77.69957595
95.00000000,  78.30614567,  79.77696059
97.00000000,  79.37579867,  82.90951526
99.00000000,  83.28688133,  85.54693839
101.0000000,  88.05523469,  88.50237532
103.0000000,  94.81043122,  94.96533380
105.0000000,  100.8909898,  100.6021127
107.0000000,  106.5207629,  107.4890343
109.0000000,  112.5771938,  113.7300623
111.0000000,  119.6281190,  118.5848254
113.0000000,  124.6581061,  124.8284042
115.0000000,  129.9469004,  129.8982845
117.0000000,  133.7533006,  132.0836117
119.0000000,  136.0948303,  135.3174523
121.0000000,  136.7147482,  135.6222685
123.0000000,  136.3178679,  135.7320312
125.0000000,  133.3425187,  132.6090507
127.0000000,  130.7518411,  129.9793198
129.0000000,  127.3388840,  125.4353961
131.0000000,  122.8332523,  120.7201378
133.0000000,  117.8952906,  116.5995799
135.0000000,  111.8412075,  111.3867534
137.0000000,  106.9804817,  106.4968046
139.0000000,  102.5390463,  101.7638323
141.0000000,  97.07719838,  97.45270009
143.0000000,  92.85736834,  94.07204498
145.0000000,  90.62437239,  91.58119075
147.0000000,  88.31229425,  87.71947907
149.0000000,  86.55043367,  86.41013701
151.0000000,  85.04371298,  86.00604658
153.0000000,  85.06390083,  86.16509487
155.0000000,  85.97666247,  86.70561744
157.0000000,  86.87297745,  88.85764091
159.0000000,  89.66377005,  90.13304324
161.0000000,  91.90658734,  91.91457147
163.0000000,  94.93841652,  95.86431330
165.0000000,  98.11082640,  98.94222304
167.0000000,  100.8194942,  101.8964046
169.0000000,  103.5389545,  104.6887201
171.0000000,  105.9823648,  107.7234596
173.0000000,  107.9093231,  110.2883104
175.0000000,  109.4964396,  112.5121135
177.0000000,  111.0736110,  114.3263765
179.0000000,  112.5224395,  114.6516522
181.0000000,  112.1150451,  114.5934246
183.0000000,  111.6552263,  114.3530197
185.0000000,  110.8279003,  112.2531623
187.0000000,  108.8599637,  110.4068307
189.0000000,  104.8823567,  108.8196564
191.0000000,  103.0351479,  104.7364068
