# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  78.57473164,  73.67682685
1.500000000,  78.68835563,  73.95084099
2.500000000,  76.93945709,  75.07650067
3.500000000,  77.82051911,  75.51359557
4.500000000,  78.38247780,  74.22871774
5.500000000,  78.72337129,  74.63619908
6.500000000,  78.19231421,  74.74413583
7.500000000,  77.91634005,  74.81634686
8.500000000,  78.30982606,  73.79365824
9.500000000,  77.98135966,  74.34426067
10.50000000,  76.96248587,  75.55193778
11.50000000,  77.63918262,  76.10201640
12.50000000,  75.90511193,  76.02018147
13.50000000,  78.28079029,  75.94681018
14.50000000,  79.65494360,  74.80034968
15.50000000,  79.57594860,  76.43208908
16.50000000,  79.24483742,  75.71127028
17.50000000,  79.43502080,  76.47433670
18.50000000,  81.15144674,  78.08694405
19.50000000,  80.21527757,  79.17970953
20.50000000,  81.24632434,  79.60753798
21.50000000,  81.83234989,  80.11482810
22.50000000,  82.67469565,  79.98363483
23.50000000,  82.54525610,  80.09447869
24.50000000,  82.85209349,  81.70413303
25.50000000,  83.61476815,  82.71100019
26.50000000,  84.72510508,  84.21181863
27.50000000,  85.69585616,  85.10523854
28.50000000,  86.82827421,  86.13382612
29.50000000,  87.33120573,  87.14760328
30.50000000,  89.14575239,  88.38216719
31.50000000,  89.27184256,  88.46104999
32.50000000,  91.01046506,  89.90549806
33.50000000,  91.35002815,  91.44640705
34.50000000,  92.45922507,  93.89021936
35.50000000,  94.53047020,  94.21468441
36.50000000,  95.18440391,  96.17965699
37.50000000,  95.79987428,  98.17451976
38.50000000,  97.50361545,  99.01417478
39.50000000,  98.93014981,  100.2709980
40.50000000,  100.4312819,  101.8011712
41.50000000,  101.7387263,  102.5774090
42.50000000,  102.7692366,  105.7089588
43.50000000,  104.6273167,  107.3769656
44.50000000,  105.6223739,  109.7944620
45.50000000,  107.5866768,  111.1587912
46.50000000,  108.1291567,  112.7982676
47.50000000,  110.0435456,  113.5227465
48.50000000,  112.9415633,  114.9314299
49.50000000,  112.6213665,  116.7117130
50.50000000,  114.4124791,  117.7283910
51.50000000,  115.8176581,  118.2832407
52.50000000,  116.0906254,  120.5780450
53.50000000,  116.5662007,  122.0027704
54.50000000,  117.2271838,  120.8663884
55.50000000,  118.9469741,  123.0817583
56.50000000,  120.2130625,  122.7385103
57.50000000,  119.9891482,  124.9339282
58.50000000,  121.4334265,  125.1369805
59.50000000,  120.2252102,  125.7839067
60.50000000,  118.9688579,  125.2198169
61.50000000,  117.1848385,  123.7416928
62.50000000,  118.7274540,  125.1353207
63.50000000,  118.9886051,  123.8244484
64.50000000,  117.0739860,  122.6751957
65.50000000,  116.2517626,  123.4601087
66.50000000,  117.2124857,  121.4807656
67.50000000,  115.6014689,  119.0744005
68.50000000,  113.3571145,  118.3984183
69.50000000,  111.7812611,  117.0111680
70.50000000,  111.0376308,  114.9266468
71.50000000,  110.7782427,  113.2539400
72.50000000,  106.6730040,  110.4095397
73.50000000,  104.1755396,  107.5008952
74.50000000,  102.0877731,  106.0874729
75.50000000,  99.89116600,  104.0953269
76.50000000,  98.43563949,  101.2172690
77.50000000,  96.06681581,  99.67946066
78.50000000,  93.33652203,  97.29776105
79.50000000,  92.16041773,  95.63474183
80.50000000,  89.94398455,  93.76868512
81.50000000,  87.54532813,  90.98147784
82.50000000,  85.36529365,  89.26109788
83.50000000,  83.42966186,  86.93909746
84.50000000,  82.72085816,  85.54861434
85.50000000,  81.32474934,  83.96672732
86.50000000,  79.13306475,  82.43590931
87.50000000,  78.48966846,  80.83329545
88.50000000,  77.81255674,  80.37480944
89.50000000,  77.88467484,  79.99848847
90.50000000,  77.69720354,  79.41794825
91.50000000,  76.19196257,  79.15505152
92.50000000,  77.50364213,  78.71465783
93.50000000,  75.95512299,  78.65934231
94.50000000,  76.48021868,  78.81611261
95.50000000,  78.30946041,  79.24775505
96.50000000,  79.53458091,  80.13558201
97.50000000,  81.54269954,  82.97221416
98.50000000,  82.10866899,  83.94406942
99.50000000,  83.67363993,  86.17339146
100.5000000,  88.09860470,  87.72880404
101.5000000,  89.21795366,  90.39170978
