# Dihedral Angle (Degree);  Occurrence
0.5000000000;  0.2198249594
1.500000000;  0.2242171327
2.500000000;  0.2378695910
3.500000000;  0.1938555369
4.500000000;  0.2172635892
5.500000000;  0.2092188018
6.500000000;  0.2377324735
7.500000000;  0.2273908765
8.500000000;  0.2855858422
9.500000000;  0.3001828577
10.50000000;  0.3432216350
11.50000000;  0.3365428163
12.50000000;  0.3747269208
13.50000000;  0.5199081808
14.50000000;  0.4493766602
15.50000000;  0.5037489225
16.50000000;  0.7066920866
17.50000000;  0.7175435911
18.50000000;  0.8683117881
19.50000000;  1.029811645
20.50000000;  1.127077672
21.50000000;  1.461391601
22.50000000;  1.727209999
23.50000000;  2.073051613
24.50000000;  2.578617610
25.50000000;  3.171502374
26.50000000;  3.550200696
27.50000000;  4.465223941
28.50000000;  5.102969278
29.50000000;  6.320915444
30.50000000;  7.567376999
31.50000000;  9.420843928
32.50000000;  11.59641598
33.50000000;  14.25539499
34.50000000;  16.67982646
35.50000000;  20.15033135
36.50000000;  24.38785315
37.50000000;  28.75020189
38.50000000;  34.67089674
39.50000000;  42.10558383
40.50000000;  49.02955054
41.50000000;  58.16061478
42.50000000;  67.87204031
43.50000000;  80.21475007
44.50000000;  94.03839540
45.50000000;  109.0881725
46.50000000;  127.4387568
47.50000000;  144.7768209
48.50000000;  165.6012529
49.50000000;  188.7105108
50.50000000;  212.3564323
51.50000000;  238.0197569
52.50000000;  268.4275407
53.50000000;  295.4138628
54.50000000;  327.5713390
55.50000000;  357.3448381
56.50000000;  389.2076900
57.50000000;  418.5464779
58.50000000;  446.8880576
59.50000000;  479.8690718
60.50000000;  504.1896317
61.50000000;  526.9940335
62.50000000;  546.7719522
63.50000000;  566.1291569
64.50000000;  581.5729296
65.50000000;  587.9190861
66.50000000;  593.0179611
67.50000000;  594.9019214
68.50000000;  590.8657776
69.50000000;  583.7291557
70.50000000;  567.5219056
71.50000000;  551.3590104
72.50000000;  530.3590521
73.50000000;  508.3274970
74.50000000;  482.9343244
75.50000000;  453.4878338
76.50000000;  428.5797301
77.50000000;  395.5152018
78.50000000;  364.7536981
79.50000000;  335.0372456
80.50000000;  307.5639338
81.50000000;  277.1483481
82.50000000;  248.6080961
83.50000000;  222.5310318
84.50000000;  198.8985912
85.50000000;  176.3098112
86.50000000;  155.0459677
87.50000000;  132.0150708
88.50000000;  116.5003564
89.50000000;  102.7246368
90.50000000;  89.07323804
91.50000000;  77.10736897
92.50000000;  65.34033317
93.50000000;  57.33880275
94.50000000;  48.44736596
95.50000000;  40.99437774
96.50000000;  35.57189068
97.50000000;  30.06148611
98.50000000;  25.04533003
99.50000000;  21.67096044
100.5000000;  18.62357810
101.5000000;  15.50475103
102.5000000;  12.88155618
103.5000000;  11.16019483
104.5000000;  9.986721289
105.5000000;  8.360235724
106.5000000;  7.534542379
107.5000000;  6.469945995
108.5000000;  5.676888981
109.5000000;  4.680990246
110.5000000;  4.344213443
111.5000000;  3.692019909
112.5000000;  3.244565686
113.5000000;  2.773094365
114.5000000;  2.813718641
115.5000000;  2.304388288
116.5000000;  2.149762709
117.5000000;  2.120950992
118.5000000;  1.833246594
119.5000000;  1.728363047
120.5000000;  1.535736656
121.5000000;  1.562175879
122.5000000;  1.329742192
123.5000000;  1.197368194
124.5000000;  1.271993855
125.5000000;  1.247458328
126.5000000;  1.228260900
127.5000000;  1.007031234
128.5000000;  1.098065978
129.5000000;  1.017745031
130.5000000;  1.048923834
131.5000000;  1.108773632
132.5000000;  1.195106209
133.5000000;  1.235302736
134.5000000;  1.139710156
135.5000000;  1.092707573
136.5000000;  1.325594761
137.5000000;  1.175946912
138.5000000;  1.227779666
139.5000000;  1.320243636
140.5000000;  1.515036698
141.5000000;  1.685345916
142.5000000;  1.835427926
143.5000000;  1.781935831
144.5000000;  2.038545221
145.5000000;  2.115053451
146.5000000;  2.212128650
147.5000000;  2.172605915
148.5000000;  2.309453589
149.5000000;  2.670542282
150.5000000;  2.808277319
151.5000000;  3.018931232
152.5000000;  3.464625970
153.5000000;  3.769772760
154.5000000;  3.832051110
155.5000000;  3.952900432
156.5000000;  4.313928394
157.5000000;  4.641448510
158.5000000;  5.078032817
159.5000000;  5.616436373
160.5000000;  6.059410702
161.5000000;  6.654384561
162.5000000;  7.247023696
163.5000000;  7.281068316
164.5000000;  7.465968033
165.5000000;  7.612362273
166.5000000;  8.443884318
167.5000000;  9.096275754
168.5000000;  9.290537564
169.5000000;  9.848753265
170.5000000;  9.978587088
171.5000000;  10.86042291
172.5000000;  11.34532608
173.5000000;  11.06816397
174.5000000;  11.00243018
175.5000000;  11.62798268
176.5000000;  11.67232473
177.5000000;  11.50081654
178.5000000;  11.84088812
179.5000000;  11.81324000
180.5000000;  11.78065146
181.5000000;  11.19883165
182.5000000;  11.77059877
183.5000000;  11.39801001
184.5000000;  11.46215922
185.5000000;  11.54094857
186.5000000;  11.04007353
187.5000000;  10.83022288
188.5000000;  10.73965747
189.5000000;  10.42335108
190.5000000;  9.580484683
191.5000000;  9.137510195
192.5000000;  8.708935717
193.5000000;  8.358296431
194.5000000;  8.212089352
195.5000000;  8.121224280
196.5000000;  7.315383906
197.5000000;  6.397716194
198.5000000;  6.239856690
199.5000000;  5.819730366
200.5000000;  5.607513515
201.5000000;  5.371427047
202.5000000;  4.912465981
203.5000000;  4.403053244
204.5000000;  4.019559384
205.5000000;  3.737420738
206.5000000;  3.773280462
207.5000000;  3.334111739
208.5000000;  3.275800405
209.5000000;  2.980343419
210.5000000;  2.813823410
211.5000000;  2.728353863
212.5000000;  2.423028462
213.5000000;  2.330740828
214.5000000;  2.230119877
215.5000000;  2.148477641
216.5000000;  1.817092926
217.5000000;  1.707560345
218.5000000;  1.648840064
219.5000000;  1.534278993
220.5000000;  1.485797702
221.5000000;  1.392876821
222.5000000;  1.304485986
223.5000000;  1.348268968
224.5000000;  1.314321424
225.5000000;  1.331540766
226.5000000;  1.140949092
227.5000000;  1.206124680
228.5000000;  1.085750156
229.5000000;  1.021003648
230.5000000;  1.133792384
231.5000000;  1.097822198
232.5000000;  1.220475568
233.5000000;  1.119959651
234.5000000;  1.249430196
235.5000000;  1.307025363
236.5000000;  1.297352808
237.5000000;  1.454291489
238.5000000;  1.326622042
239.5000000;  1.564677490
240.5000000;  1.667902676
241.5000000;  1.854418560
242.5000000;  1.993808785
243.5000000;  2.063714470
244.5000000;  2.392087107
245.5000000;  2.728384314
246.5000000;  2.777118959
247.5000000;  3.187506451
248.5000000;  3.979262744
249.5000000;  4.222626663
250.5000000;  4.801348280
251.5000000;  5.565597775
252.5000000;  6.170700603
253.5000000;  7.494105188
254.5000000;  8.844767948
255.5000000;  10.22585433
256.5000000;  12.01689547
257.5000000;  13.75354580
258.5000000;  15.95758431
259.5000000;  18.66680629
260.5000000;  21.95193338
261.5000000;  25.68047839
262.5000000;  30.43570496
263.5000000;  35.35459192
264.5000000;  41.26066097
265.5000000;  48.35750479
266.5000000;  56.03291872
267.5000000;  65.23273226
268.5000000;  75.81125824
269.5000000;  89.19936860
270.5000000;  103.3415852
271.5000000;  118.9120564
272.5000000;  134.8936287
273.5000000;  155.0939974
274.5000000;  176.7282404
275.5000000;  199.1663448
276.5000000;  221.9887950
277.5000000;  248.4882722
278.5000000;  278.9746840
279.5000000;  307.9142763
280.5000000;  338.9440391
