# Dihedral Angle (Degree),  Occurrence,  Occurrence
0.5000000000,  77.03047548,  76.15434388
1.500000000,  76.43353895,  77.46787521
2.500000000,  75.42391352,  76.84133814
3.500000000,  75.75016429,  77.68814575
4.500000000,  76.22187906,  77.17697819
5.500000000,  76.17924577,  76.96097645
6.500000000,  75.31293059,  77.13955187
7.500000000,  77.47274971,  78.05206183
8.500000000,  76.83146900,  77.15677252
9.500000000,  76.73865907,  78.52111730
10.50000000,  76.09559267,  77.63466566
11.50000000,  75.98498425,  78.43381775
12.50000000,  76.21778907,  77.79436505
13.50000000,  75.87305847,  78.10293870
14.50000000,  75.91471155,  78.53572430
15.50000000,  77.94611362,  78.81338694
16.50000000,  77.35704997,  78.60891468
17.50000000,  78.42391095,  79.64021425
18.50000000,  78.79537791,  79.28978635
19.50000000,  79.77614549,  80.93158916
20.50000000,  79.85676969,  81.75504784
21.50000000,  80.78580328,  81.48046972
22.50000000,  80.61237909,  81.29480731
23.50000000,  81.09477803,  82.38118250
24.50000000,  83.25118049,  83.29325267
25.50000000,  83.38897302,  83.32880888
26.50000000,  84.01863400,  83.85844144
27.50000000,  84.92033842,  85.48522431
28.50000000,  85.46085519,  84.94009966
29.50000000,  85.72774233,  86.49089034
30.50000000,  87.75091565,  87.26981023
31.50000000,  88.16292958,  89.03674336
32.50000000,  89.86855544,  89.86591946
33.50000000,  90.34102345,  91.78665028
34.50000000,  92.44343660,  92.96515760
35.50000000,  93.34390367,  95.07206008
36.50000000,  95.56686512,  94.77548091
37.50000000,  95.96122879,  97.37999256
38.50000000,  98.15460094,  98.23345029
39.50000000,  99.40624231,  99.20001748
40.50000000,  100.1320366,  101.5145106
41.50000000,  102.5805376,  100.9066314
42.50000000,  102.5300765,  103.0728444
43.50000000,  105.0027533,  104.1716736
44.50000000,  105.1758029,  105.9485457
45.50000000,  107.5827508,  107.6837684
46.50000000,  109.4637245,  109.9370412
47.50000000,  110.7093246,  110.8716782
48.50000000,  111.1711465,  111.6282383
49.50000000,  113.6763777,  112.1679634
50.50000000,  116.3936993,  114.2593772
51.50000000,  114.8117931,  114.0921246
52.50000000,  116.4956487,  114.9218203
53.50000000,  116.0640887,  115.4882052
54.50000000,  118.2973466,  116.9810099
55.50000000,  119.6291711,  118.8704182
56.50000000,  119.1460068,  120.3889389
57.50000000,  119.4899549,  120.6863576
58.50000000,  120.5561668,  120.3986188
59.50000000,  121.3084956,  119.2105707
60.50000000,  121.0612087,  118.4938735
61.50000000,  120.5057955,  119.3232441
62.50000000,  120.4046053,  119.2769758
63.50000000,  119.2022351,  118.4391615
64.50000000,  117.6428660,  118.2575774
65.50000000,  118.4340508,  116.9209112
66.50000000,  116.3879024,  116.3425472
67.50000000,  116.8016920,  114.1390795
68.50000000,  114.8328141,  112.0072291
69.50000000,  114.1988118,  112.2687420
70.50000000,  111.7374779,  110.8638319
71.50000000,  109.7432054,  106.9857113
72.50000000,  107.8999329,  106.0258259
73.50000000,  104.9937610,  103.9460185
74.50000000,  104.6147392,  102.8331843
75.50000000,  101.9672735,  99.26211540
76.50000000,  98.86103246,  97.17484277
77.50000000,  95.59620884,  95.26486769
78.50000000,  94.18148860,  92.22349003
79.50000000,  93.16422269,  90.62021459
80.50000000,  90.43077527,  90.13107218
81.50000000,  89.71851230,  87.64578257
82.50000000,  87.81562234,  85.45724080
83.50000000,  86.29525264,  83.42332414
84.50000000,  82.55433435,  82.63653246
85.50000000,  81.90545759,  79.65347754
86.50000000,  80.92607727,  78.64656233
87.50000000,  79.29321537,  78.60103067
88.50000000,  78.26721737,  77.82180132
89.50000000,  77.70550547,  77.10744936
90.50000000,  77.07461032,  75.80768253
91.50000000,  77.48499279,  75.95601459
92.50000000,  78.36586948,  77.06831203
93.50000000,  77.73121121,  76.14995828
94.50000000,  77.87307737,  76.56001014
95.50000000,  77.95788687,  77.70525215
96.50000000,  80.60539789,  78.21335622
97.50000000,  81.44832219,  80.46597059
98.50000000,  82.33882699,  82.02897528
99.50000000,  84.86329348,  83.33868100
100.5000000,  86.08304792,  87.03183658
101.5000000,  89.14954805,  88.25694060
102.5000000,  91.94497160,  90.27238468
103.5000000,  94.68173646,  93.55612553
104.5000000,  97.31658363,  96.10155523
105.5000000,  100.1650367,  100.5932711
106.5000000,  103.3508518,  102.8081314
107.5000000,  106.8700111,  105.8411164
108.5000000,  110.2731480,  108.8962282
109.5000000,  112.9035538,  112.3515876
110.5000000,  117.4368231,  114.3013368
111.5000000,  118.3934068,  117.4806274
112.5000000,  120.3293204,  119.5365981
113.5000000,  124.3483320,  121.4251006
114.5000000,  127.0207961,  124.3903421
115.5000000,  128.7685487,  127.9470515
116.5000000,  129.9930183,  128.5323667
117.5000000,  132.4543253,  129.9054213
118.5000000,  133.3390497,  130.5421600
119.5000000,  134.2320411,  132.5957944
120.5000000,  134.6861779,  131.7677247
121.5000000,  133.8585487,  132.1863680
122.5000000,  132.6347644,  133.4994929
123.5000000,  133.5177729,  131.1556459
124.5000000,  130.5776939,  130.2694896
125.5000000,  130.2390765,  131.6433533
126.5000000,  128.7614420,  128.2579369
127.5000000,  126.7386742,  126.6373589
128.5000000,  125.0961492,  124.9322528
129.5000000,  123.7159217,  124.1787759
130.5000000,  121.6649087,  120.2409256
131.5000000,  119.6336188,  117.0518137
132.5000000,  116.4438601,  115.9629106
133.5000000,  114.1664399,  113.2177072
134.5000000,  111.7194123,  110.3755014
135.5000000,  109.8939148,  107.7581613
136.5000000,  107.1347658,  105.8089306
137.5000000,  105.4502267,  102.8528160
138.5000000,  102.7336962,  100.1999615
139.5000000,  100.4065415,  99.11153485
140.5000000,  97.69110427,  97.60788580
141.5000000,  95.37363658,  95.21360198
142.5000000,  93.12082472,  92.70417293
143.5000000,  92.10880929,  91.91639272
144.5000000,  90.64373149,  89.68748813
145.5000000,  90.38055809,  88.84605534
146.5000000,  88.24344699,  87.18407251
147.5000000,  87.66597938,  86.25163341
148.5000000,  86.30485803,  84.86103101
149.5000000,  85.43794333,  85.32489348
150.5000000,  85.10534618,  83.99014862
151.5000000,  85.29465098,  83.10012560
152.5000000,  85.63574304,  83.75411929
153.5000000,  84.78784378,  83.02286997
154.5000000,  84.44908769,  83.50035820
155.5000000,  84.93366648,  84.99973128
156.5000000,  86.06331404,  85.29122019
157.5000000,  86.45935939,  86.89090955
158.5000000,  87.77205744,  85.90050902
159.5000000,  89.26905997,  88.72783551
160.5000000,  89.47289104,  90.46143139
161.5000000,  91.57622973,  91.41335594
162.5000000,  93.17085771,  92.39872863
163.5000000,  95.92174867,  93.66779180
164.5000000,  97.33485276,  96.23974091
165.5000000,  98.47616356,  97.99046416
166.5000000,  100.1194988,  99.65860353
167.5000000,  100.6649695,  101.1940024
168.5000000,  102.9374482,  103.0742740
169.5000000,  105.0335749,  103.4831293
170.5000000,  105.0728700,  105.2000500
171.5000000,  107.3293270,  107.3021797
172.5000000,  109.2870180,  106.8404432
173.5000000,  109.8222661,  109.5865197
174.5000000,  111.4178399,  111.8364391
175.5000000,  113.4954529,  112.0577057
176.5000000,  111.8250148,  110.8757742
177.5000000,  112.3353455,  111.1548384
178.5000000,  113.5270253,  112.2457334
179.5000000,  114.9498435,  111.7561625
180.5000000,  114.3540510,  113.1931993
181.5000000,  113.6217544,  111.4336455
182.5000000,  113.4568776,  112.1308111
183.5000000,  112.1036964,  111.7530327
184.5000000,  111.3252731,  110.2169247
185.5000000,  110.6196299,  108.9218852
186.5000000,  110.5777762,  107.1518607
187.5000000,  108.9129132,  106.7119324
188.5000000,  108.2093110,  106.3663639
189.5000000,  107.4480387,  104.2070282
190.5000000,  104.4218586,  104.3547548
191.5000000,  104.7466677,  103.8784784
192.5000000,  101.3783651,  99.68549271
193.5000000,  100.5596135,  99.31431273
194.5000000,  99.71806173,  98.19412400
195.5000000,  96.93169180,  96.36818740
196.5000000,  95.44454583,  95.76327565
197.5000000,  93.99218386,  93.52486820
198.5000000,  92.55504547,  92.80119432
199.5000000,  90.27662664,  90.14218607
200.5000000,  90.83533557,  89.36909994
201.5000000,  88.38331502,  88.62994134
202.5000000,  87.99610266,  86.40210741
203.5000000,  85.88994152,  86.79543101
204.5000000,  85.53439917,  87.15439319
205.5000000,  85.39159409,  85.91236560
206.5000000,  83.95857756,  86.03935052
207.5000000,  85.07927578,  86.51333181
208.5000000,  84.58897106,  87.55765885
209.5000000,  85.78752933,  87.05711692
210.5000000,  86.22379136,  87.44919467
211.5000000,  85.06182466,  86.74071245
212.5000000,  86.95225612,  88.58671565
213.5000000,  88.35717281,  90.56897113
214.5000000,  88.58499916,  92.43034822
215.5000000,  89.52414764,  94.07398376
216.5000000,  92.16274823,  94.25571638
217.5000000,  96.95429941,  96.15046043
218.5000000,  97.84400929,  97.36652786
219.5000000,  98.24594722,  100.0879931
220.5000000,  102.0321489,  102.5904654
221.5000000,  104.7140372,  104.5435924
222.5000000,  106.3503982,  107.5554866
223.5000000,  108.6071516,  111.2273116
224.5000000,  112.2895507,  113.4100586
225.5000000,  114.4413167,  114.0205622
226.5000000,  117.4183038,  117.0916191
227.5000000,  120.8937895,  119.8910643
228.5000000,  122.1121797,  121.5008171
229.5000000,  124.9971124,  123.7874459
230.5000000,  127.3632645,  126.2915875
231.5000000,  129.2058717,  127.6462238
232.5000000,  131.4847988,  130.2365089
233.5000000,  134.3279652,  132.6716775
234.5000000,  135.6762894,  134.6408095
235.5000000,  136.3323367,  135.6740970
236.5000000,  136.6431221,  135.7664924
237.5000000,  138.4377394,  137.3058523
238.5000000,  140.7114142,  136.0504721
239.5000000,  138.6945582,  137.9584437
240.5000000,  138.5436397,  138.0357225
241.5000000,  138.3289012,  136.1762746
242.5000000,  136.0827261,  135.1592185
243.5000000,  135.2812014,  135.0154164
244.5000000,  133.0058186,  130.7122657
245.5000000,  131.1557740,  129.2064830
246.5000000,  129.0498944,  128.5214331
247.5000000,  123.9106904,  125.3349897
248.5000000,  122.8498337,  123.1200604
249.5000000,  120.6143781,  120.0379051
250.5000000,  116.0075270,  116.7740998
251.5000000,  113.9251872,  112.3207056
252.5000000,  110.2373160,  109.8202212
253.5000000,  107.0118691,  106.8879413
254.5000000,  103.5152923,  104.1752488
255.5000000,  100.3926425,  100.3408927
256.5000000,  97.44322987,  98.23843697
257.5000000,  94.92890187,  95.43322032
258.5000000,  92.32790345,  92.04136237
259.5000000,  89.21461025,  88.88516987
260.5000000,  87.29011408,  87.14469002
261.5000000,  86.14336242,  85.08180754
262.5000000,  84.93949055,  83.74519040
263.5000000,  82.50692162,  82.65249850
264.5000000,  79.83950272,  80.89564993
265.5000000,  79.28843599,  80.39675095
266.5000000,  79.08431410,  80.13033729
267.5000000,  77.48686583,  80.26828062
268.5000000,  76.76572822,  80.06001354
269.5000000,  77.13436317,  79.20886587
270.5000000,  77.28492220,  80.05423443
271.5000000,  78.74921414,  81.18289488
272.5000000,  78.24233504,  81.38558888
273.5000000,  80.45905506,  82.61958330
274.5000000,  81.90499385,  83.71496561
275.5000000,  83.95851434,  85.44293724
276.5000000,  84.53960288,  88.08357338
277.5000000,  85.87397994,  88.40214528
278.5000000,  88.29190156,  90.22872688
279.5000000,  88.57107853,  92.53179920
280.5000000,  92.63390544,  96.51114009
281.5000000,  93.51636632,  98.18948422
282.5000000,  94.49489383,  99.31867968
283.5000000,  97.64330699,  101.5404795
284.5000000,  99.49175845,  105.3180671
285.5000000,  102.4909844,  105.3261657
286.5000000,  105.0386282,  107.5890533
287.5000000,  106.2537813,  108.8038215
288.5000000,  107.9070703,  109.4608417
289.5000000,  110.0822048,  112.8206453
290.5000000,  112.3295104,  115.0793222
291.5000000,  113.6748997,  116.6831770
292.5000000,  115.3392457,  116.4933011
293.5000000,  116.1111144,  118.5995244
294.5000000,  118.0826279,  120.4715202
295.5000000,  119.3422188,  121.3171380
296.5000000,  120.8102696,  121.6277697
297.5000000,  119.8966092,  121.9151781
298.5000000,  119.8451742,  122.4085641
299.5000000,  123.3320740,  123.3349648
300.5000000,  121.8520667,  124.5949698
301.5000000,  121.6340442,  123.1144453
302.5000000,  122.4480919,  121.0193409
303.5000000,  122.3218516,  120.6236303
304.5000000,  120.9103836,  121.2769023
305.5000000,  119.5575121,  121.2044450
306.5000000,  118.4108939,  120.8219382
307.5000000,  117.3098201,  119.7676891
308.5000000,  117.7487736,  116.2228490
309.5000000,  116.1537800,  116.4447211
310.5000000,  114.5032682,  115.4965987
311.5000000,  112.5994438,  113.6138463
312.5000000,  110.6646641,  112.7273663
313.5000000,  109.6657395,  110.9380924
314.5000000,  108.7892098,  110.1260926
315.5000000,  108.1589186,  107.0792895
316.5000000,  106.8865221,  106.8623893
317.5000000,  104.8792726,  105.2390092
318.5000000,  103.6772546,  103.8967920
319.5000000,  101.1664496,  103.8954062
320.5000000,  99.09265096,  101.0024926
321.5000000,  97.07914280,  96.97312427
322.5000000,  96.04040861,  96.87193507
323.5000000,  96.23600173,  96.81952590
324.5000000,  95.48654088,  94.48649287
325.5000000,  93.41380704,  93.49013460
326.5000000,  93.00620914,  93.51987268
327.5000000,  91.40829660,  92.21506033
328.5000000,  88.74290419,  90.26775571
329.5000000,  88.92036818,  88.36334950
330.5000000,  86.90410569,  88.88831818
331.5000000,  86.62051472,  87.97926806
332.5000000,  84.09683168,  85.68411130
333.5000000,  83.60784507,  86.83137653
334.5000000,  83.27827577,  84.78491527
335.5000000,  83.62732003,  84.29033394
336.5000000,  82.40832632,  82.13489384
337.5000000,  81.50319375,  81.96876813
338.5000000,  80.93623967,  81.74283680
339.5000000,  80.71319718,  79.62654528
340.5000000,  79.44687052,  80.01129930
341.5000000,  78.50579296,  79.56663557
342.5000000,  78.46739669,  79.20865971
343.5000000,  78.90248593,  78.63201713
344.5000000,  78.48357789,  79.61533953
345.5000000,  77.59139534,  77.76541187
346.5000000,  76.38986909,  77.33800474
347.5000000,  76.76028117,  78.47425026
348.5000000,  77.30683590,  77.65733990
349.5000000,  75.89648967,  77.60399407
350.5000000,  77.94802511,  76.16515162
351.5000000,  76.37704704,  75.95798870
352.5000000,  76.35865657,  76.55221014
353.5000000,  76.19826036,  76.32343494
354.5000000,  75.44016112,  76.43399769
355.5000000,  76.41748557,  77.38031559
356.5000000,  76.59464526,  77.79949625
357.5000000,  76.12528828,  77.00804899
358.5000000,  76.54720516,  77.40964595
359.5000000,  76.90022885,  76.98443073
