# Distance [pm],  g1(r),  g2(r)
80.12500000,  0.000000000,  0.000000000
80.37500000,  0.000000000,  0.000000000
80.62500000,  0.000000000,  0.000000000
80.87500000,  0.000000000,  0.000000000
81.12500000,  0.000000000,  0.000000000
81.37500000,  0.000000000,  0.000000000
81.62500000,  0.000000000,  0.000000000
81.87500000,  0.000000000,  0.000000000
82.12500000,  0.000000000,  0.000000000
82.37500000,  0.000000000,  0.000000000
82.62500000,  0.000000000,  0.0004701873571
82.87500000,  0.000000000,  0.0004897358490
83.12500000,  0.000000000,  0.000000000
83.37500000,  0.000000000,  0.000000000
83.62500000,  0.000000000,  0.000000000
83.87500000,  0.0007855768144,  0.000000000
84.12500000,  0.001052194467,  0.000000000
84.37500000,  8.207513068E-05,  0.000000000
84.62500000,  6.972644127E-05,  3.298627069E-05
84.87500000,  0.0008901967649,  0.002284952260
85.12500000,  0.000000000,  0.004461839752
85.37500000,  0.003298267477,  0.002254877201
85.62500000,  0.007634665387,  0.004820195078
85.87500000,  0.01254213489,  0.007737175647
86.12500000,  0.01029625750,  0.01033186070
86.37500000,  0.01340586084,  0.01886150976
86.62500000,  0.02483295519,  0.02405566439
86.87500000,  0.02344427456,  0.02956032998
87.12500000,  0.02811940477,  0.04383827844
87.37500000,  0.04796901303,  0.05225684599
87.62500000,  0.07216237529,  0.08066530591
87.87500000,  0.09781524397,  0.1121334298
88.12500000,  0.1415468367,  0.1476814187
88.37500000,  0.1975965989,  0.1901226114
88.62500000,  0.2485453506,  0.2643391056
88.87500000,  0.3493999633,  0.3332775818
89.12500000,  0.4900434471,  0.4512215594
89.37500000,  0.6037858074,  0.5936339161
89.62500000,  0.7416350650,  0.7896400180
89.87500000,  0.9734467931,  0.9872826582
90.12500000,  1.280711098,  1.272104459
90.37500000,  1.640701168,  1.670528279
90.62500000,  2.184064757,  2.163923074
90.87500000,  2.722880502,  2.744327916
91.12500000,  3.368447290,  3.375009248
91.37500000,  4.271985397,  4.227882933
91.62500000,  5.178446658,  5.353759590
91.87500000,  6.453612013,  6.533210379
92.12500000,  7.826879006,  7.841610270
92.37500000,  9.461871930,  9.533525833
92.62500000,  11.48753291,  11.61456110
92.87500000,  13.72430295,  13.91927588
93.12500000,  16.32049452,  16.42680604
93.37500000,  19.24325237,  19.38205039
93.62500000,  22.67895351,  23.04915676
93.87500000,  26.55730493,  27.01100523
94.12500000,  31.02166784,  31.15046687
94.37500000,  35.41165029,  35.77198474
94.62500000,  40.41742891,  40.65586330
94.87500000,  45.49127053,  46.36187112
95.12500000,  51.99649677,  51.85938920
95.37500000,  58.21342839,  58.32577363
95.62500000,  64.69137312,  64.85528274
95.87500000,  71.80176776,  71.93877148
96.12500000,  78.77456817,  78.62133596
96.37500000,  85.60681800,  85.89466901
96.62500000,  92.58713193,  92.82045964
96.87500000,  99.62498697,  99.92723374
97.12500000,  106.0229217,  106.1440239
97.37500000,  112.5901617,  112.5918221
97.62500000,  118.7568655,  119.2400665
97.87500000,  123.8465161,  124.3985048
98.12500000,  129.0483747,  129.3013077
98.37500000,  133.1489302,  132.9181667
98.62500000,  136.2473032,  135.9618585
98.87500000,  138.2988426,  138.1038060
99.12500000,  139.2986921,  139.3297688
99.37500000,  139.1004093,  139.4569452
99.62500000,  137.8064779,  137.5349240
99.87500000,  135.3068459,  135.2157278
100.1250000,  131.2324890,  131.3381669
100.3750000,  127.1313836,  126.5381961
100.6250000,  121.8039055,  121.2431927
100.8750000,  115.3716687,  115.0051142
101.1250000,  108.9002311,  108.6553067
101.3750000,  101.9118620,  101.7906322
101.6250000,  94.67511604,  94.90451198
101.8750000,  87.40470685,  87.59570025
102.1250000,  79.88390659,  79.60743711
102.3750000,  72.80845843,  72.72015863
102.6250000,  66.15194652,  65.94516528
102.8750000,  59.24144683,  59.03350254
103.1250000,  52.69590616,  52.47781064
103.3750000,  46.78945579,  46.83156237
103.6250000,  41.65085036,  41.04973388
103.8750000,  36.08643313,  35.80529945
104.1250000,  31.36363899,  30.90157180
104.3750000,  27.19583890,  27.02555313
104.6250000,  23.04496854,  23.10442862
104.8750000,  19.75738814,  19.47768977
105.1250000,  16.76968957,  16.51422104
105.3750000,  13.85792407,  13.85496525
105.6250000,  11.69954279,  11.54007621
105.8750000,  9.658562807,  9.577888923
106.1250000,  7.908603965,  7.724315391
106.3750000,  6.461457893,  6.305448177
106.6250000,  5.091357178,  5.153465759
106.8750000,  4.196401819,  4.167105114
107.1250000,  3.412528689,  3.369984415
107.3750000,  2.712766884,  2.683568625
107.6250000,  2.183996433,  2.129484257
107.8750000,  1.668333095,  1.694661459
108.1250000,  1.316968872,  1.339891954
108.3750000,  1.045123206,  1.034336954
108.6250000,  0.8273977461,  0.7859954859
108.8750000,  0.6236223691,  0.6111762882
109.1250000,  0.5008359176,  0.4591989637
109.3750000,  0.3496436375,  0.3526494902
109.6250000,  0.2684708536,  0.2717601832
109.8750000,  0.1874204254,  0.2089125683
110.1250000,  0.1576974781,  0.1430933933
110.3750000,  0.09905827659,  0.09913153423
110.6250000,  0.08536273529,  0.06809381673
110.8750000,  0.05221090203,  0.05935832170
111.1250000,  0.04654620324,  0.03763791634
111.3750000,  0.03308961694,  0.03837643800
111.6250000,  0.01998105456,  0.02813486388
111.8750000,  0.01765568885,  0.01313603812
112.1250000,  0.01411570613,  0.01318271980
112.3750000,  0.01109637822,  0.007904660997
112.6250000,  0.007710873769,  0.002668717019
112.8750000,  0.004394556286,  0.003075361268
113.1250000,  0.0008562440636,  0.003271038449
113.3750000,  0.0008488719940,  0.000000000
113.6250000,  0.001475330728,  0.0007887381707
113.8750000,  0.0003631124432,  0.0001711850354
114.1250000,  0.0005968107629,  0.000000000
114.3750000,  0.000000000,  0.0008182949492
114.6250000,  0.0009056621026,  0.0001416282570
114.8750000,  5.426110357E-05,  0.000000000
115.1250000,  0.000000000,  0.000000000
115.3750000,  0.000000000,  0.000000000
115.6250000,  0.000000000,  0.000000000
115.8750000,  0.000000000,  0.000000000
116.1250000,  0.000000000,  0.000000000
116.3750000,  0.000000000,  0.000000000
116.6250000,  0.0004619326756,  0.000000000
116.8750000,  0.0004979905305,  0.000000000
117.1250000,  0.000000000,  0.0008126592412
117.3750000,  0.000000000,  0.0001472639650
117.6250000,  0.000000000,  0.000000000
117.8750000,  0.000000000,  0.000000000
118.1250000,  0.000000000,  0.000000000
118.3750000,  0.000000000,  0.000000000
118.6250000,  0.000000000,  0.000000000
118.8750000,  0.000000000,  0.000000000
119.1250000,  0.000000000,  0.000000000
119.3750000,  0.000000000,  0.000000000
119.6250000,  0.000000000,  0.000000000
119.8750000,  0.000000000,  0.000000000
