dt,mean,stdev
0.5
01,177.709degreeStandarddeviation,182.068degreeStandarddeviation,179.875degreeStandarddeviation
03,181.516degreeStandarddeviation,180.285degreeStandarddeviation,180.535degreeStandarddeviation
06,179.069degreeStandarddeviation,180.469degreeStandarddeviation,180.778degreeStandarddeviation
09,180.196degreeStandarddeviation,179.541degreeStandarddeviation,179.549degreeStandarddeviation
15,181.696degreeStandarddeviation,179.063degreeStandarddeviation,179.681degreeStandarddeviation
30,180.469degreeStandarddeviation,179.9degreeStandarddeviation,181.039degreeStandarddeviation
45,178.151degreeStandarddeviation,181.168degreeStandarddeviation,180.357degreeStandarddeviation
90,179.18degreeStandarddeviation,181.45degreeStandarddeviation,178.928degreeStandarddeviation
