#"Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
5700,6551.682474250607,9350.911459456129,15902.593933706736,299.907949400228,23.895835903787546,1.0782874635247977,78.3
5800,6484.21341921897,9259.508138786145,15743.721558005114,296.976408171401,23.685025495371058,1.087884844816216,78.2
5900,6283.976764117062,9551.882737345131,15835.859501462193,306.3536187984858,23.685025495371058,1.087884844816216,78
6000,6399.862839513204,9405.589186362493,15805.452025875697,301.6616057176312,23.77333050976097,1.0838439433179332,78
6100,6153.578505573358,9541.24879161653,15694.827297189888,306.0125606170105,23.73752335202967,1.0854788809843003,78.1
6200,6197.1090193951895,9401.687646462622,15598.796665857812,301.53647322803954,23.641566784817964,1.0898846307448002,78.2
6300,6054.088047225538,9577.622325865173,15631.710373090711,307.17915406795356,23.641566784817964,1.0898846307448002,78.2
6400,6224.00265545828,9506.06703832423,15730.06969378251,304.88419066805454,23.678763438248772,1.088172545525692,78.2
6500,6299.16810440991,9414.052441027221,15713.22054543713,301.9330442145901,23.678763438248772,1.088172545525692,78.3
6600,6119.045402388867,9628.966937684867,15748.012340073734,308.8259087517468,23.68398850994061,1.087932477027049,78.4
6700,6228.443923817307,9416.85805591355,15645.301979730857,302.0230275505477,23.67104425549781,1.0885274011312511,78.4
6800,6296.051767453573,9403.229642610811,15699.281410064385,301.5859290382877,23.771944885596415,1.0839071186435405,78.2
6900,6120.380710390309,9462.663765077443,15583.044475467752,303.49213528039087,23.680488477284626,1.0880932760410034,78
7000,6018.800306389632,9446.6220193318,15465.422325721433,302.97763494614696,23.680488477284626,1.0880932760410034,77.9
7100,5927.420781724308,9548.818598820957,15476.239380545265,306.25534393988534,23.607675330391867,1.0914492818498176,77.9
7200,6173.541925316247,9377.362527851317,15550.904453167564,300.75630367202723,23.819567068004527,1.0817400757930082,78
7300,6008.693482644419,9542.972851187356,15551.666333831776,306.0678556727676,23.748847243464684,1.0849613044940707,77.9
7400,5950.123272649194,9555.301716605585,15505.42498925478,306.4632743185375,23.63210353982474,1.0903210643977632,78
7500,6139.382614754119,9351.465774138569,15490.848388892688,299.92572770777093,23.63113132416028,1.0903659216330586,78
7600,6130.733919271428,9371.556377739951,15502.29029701138,300.5700854000054,23.500375420732972,1.0964327090182377,78
7700,5974.513969576656,9539.47665385225,15513.990623428906,305.95572356906666,23.47558058344142,1.0975907579331352,78.1
7800,6111.58283869805,9531.305094400957,15642.887933099008,305.6936404930943,23.534280616783754,1.094853108325908,78.1
7900,6401.590874570458,9345.986204139259,15747.577078709717,299.7499837057864,23.41287636858604,1.100530318439296,78.2
8000,6316.9477276715115,9209.738450463845,15526.686178135356,295.3801653632269,23.670874084169963,1.0885352266197645,78.1
8100,6119.85638305021,9354.091852228985,15473.948235279195,300.00995283368263,23.557868742244498,1.0937568490351017,78.2
8200,5988.7731622283245,9639.401153922141,15628.174316150466,309.160561091135,23.19681011321683,1.11078118757453,78.2
8300,6140.837482801158,9452.647383238918,15593.484866040077,303.17088397236313,23.21672734161992,1.1098282676262,78.2
8400,6063.946454289413,9323.943965765066,15387.890420054478,299.04303203164665,23.056614419085726,1.1175352901842728,78.2
8500,5973.089710520682,9406.177433719498,15379.26714424018,301.6804723339332,23.225955684875565,1.1093873007894661,78.2
8600,6040.727454755957,9184.162160830887,15224.889615586844,294.5598675120127,23.225955684875565,1.1093873007894661,78.1
8700,6113.981705898004,9083.666737860087,15197.648443758091,291.3367190138197,23.366678315118634,1.1027061672188319,78.1
8800,5785.803407293861,9369.290677305495,15155.094084599355,300.4974185188998,23.118443687605634,1.1145464908312126,78.1
8900,5817.6683562789985,9321.750067474863,15139.418423753861,298.972668031275,23.118443687605634,1.1145464908312126,78.1
9000,5693.92351544492,9392.158341655006,15086.081857099925,301.23084374192433,22.913444526198496,1.1245179770348006,78.2
9100,5746.822138387157,9323.236520946724,15070.058659333881,299.0203424440377,23.131398187151817,1.1139223006334196,78.1
9200,6077.646621869142,9059.995471035201,15137.642092904343,290.5775201780765,23.20326880248668,1.1104719987874498,78.1
9300,5781.842535340242,9295.233515608928,15077.07605094917,298.12221353496653,23.170075393629155,1.1120628590006505,78.1
9400,5773.816557902217,9274.270378753828,15048.086936656046,297.44987144142107,23.218147374659484,1.1097603899965662,78
9500,5701.451594812446,9295.686732179931,14997.138326992377,298.13674936423126,23.04084457785021,1.1183001646680075,78.1
9600,5628.496495840125,9433.092453315954,15061.58894915608,302.54370672239247,23.231856102273298,1.1091055390524105,78.1
9700,5661.199377554651,9200.041525807517,14861.240903362168,295.06915987442756,23.077870647604573,1.1165059670777888,78.1
9800,5510.5177899430055,9220.431264721454,14730.94905466446,295.72311161089715,23.077870647604573,1.1165059670777888,78.1
9900,5586.884660339412,9250.623651886703,14837.508312226115,296.6914596656818,23.22340959220812,1.1095089281870576,78.1
10000,5614.452750884215,9106.677317640437,14721.130068524652,292.0747279048628,23.194440468660233,1.1108946697944726,78.1
10100,5531.276476517734,9189.126776847794,14720.403253365528,294.7190956060488,23.2397437305043,1.1087291058067414,78.2
10200,5481.820794184692,9206.690172834624,14688.510967019316,295.28239920460743,23.225282528255715,1.1094194550336438,78.1
10300,5643.245002539807,9197.753892604813,14840.99889514462,294.99578955263837,23.341956067591966,1.1038740802564635,78.1
10400,5634.765559452389,9265.77864173801,14900.5442011904,297.17751944169333,23.31183350116257,1.105300459709223,78.1
10500,5637.334241998324,9290.349678713686,14927.68392071201,297.96557623658043,23.20668126516157,1.1103087076988156,78.1
10600,5531.55607845715,9311.186404878703,14842.742483335853,298.6338640118908,23.219645572136628,1.1096887851044348,78.2
10700,5691.146635746256,9271.334022104384,14962.48065785064,297.35569487849875,23.094955186783466,1.1156800295609703,78.2
10800,5724.274097216767,9210.600502281615,14934.874599498382,295.40781359774024,23.08434310679752,1.1161929176972127,78.2
10900,5666.746609856375,9251.997446488089,14918.744056344463,296.7355208166814,22.950228681197373,1.1227156227253572,78.2
11000,5662.152424271611,9280.413885175985,14942.566309447597,297.64690960408416,22.835117587128895,1.1283751961068638,78.2
11100,5650.279823106634,9394.588630038483,15044.868453145116,301.3087893848384,23.142623795864754,1.113381979190448,78.2
11200,5707.943784796167,9421.881515855102,15129.82530065127,302.1841429216532,23.16374527318363,1.1123667602807523,78.1
11300,5709.873362176193,9396.963552781779,15106.836914957972,301.38495930827463,23.16217131080971,1.1124423500604488,78
11400,5852.444786446256,9262.204011003116,15114.648797449372,297.06287177571835,23.181073141326333,1.111535265361127,77.9
11500,5906.763578869941,9201.231242767108,15107.994821637049,295.107317178693,23.181073141326333,1.111535265361127,78
11600,5594.6434013548205,9279.224244433277,14873.867645788097,297.6087547442915,23.025711048435028,1.119035161663384,78
11700,5504.180855987208,9272.572997617037,14776.753853604245,297.3954320321407,23.071010717685844,1.1168379487487141,77.9
11800,5494.863550505201,9368.69979793947,14863.56334844467,300.4784674872516,22.99901536439751,1.120334061143615,77.9
11900,5721.890243578571,9124.342197171803,14846.232440750375,292.64128634353744,22.8329390252542,1.1284828579010757,77.9
12000,5567.83707840203,9253.30816549174,14821.14524389377,296.77755896989555,22.86338327734788,1.1269802011773276,77.9
12100,5628.849749412235,9379.795904396695,15008.64565380893,300.8343483602918,23.042626127432907,1.1182137028567247,77.9
12200,5545.254875581486,9614.507625949596,15159.762501531082,308.36216117472543,22.953896680756948,1.1225362143892927,78
12300,5834.0014301311385,9279.567689199619,15113.569119330758,297.6197699074713,23.111287456669583,1.1148916015089414,78
12400,5625.982744027548,9435.174426691472,15061.15717071902,302.61048100086407,22.941400101602564,1.1231476793650421,78
12500,5525.9064090977845,9421.672240288295,14947.57864938608,302.1774309122012,22.882736647434914,1.1260270431154142,77.9
12600,5804.950557882759,9051.270681236743,14856.221239119503,290.29769357200195,22.975274013852907,1.1214917510870137,77.9
12700,5619.918381507559,9362.518770542154,14982.437152049713,300.28022592973576,23.093047904759462,1.11577217488859,77.8
12800,5753.594286234031,9282.285335039329,15035.87962127336,297.70693184826365,22.93775263077371,1.123326277873053,77.8
12900,5585.889967430216,9429.981846547587,15015.871813977803,302.44394150684786,23.14638157969848,1.1132012231276587,77.8
13000,5863.756503167984,9179.692634949455,15043.44913811744,294.4165182409065,23.14638157969848,1.1132012231276587,77.8
13100,5832.737615762162,9208.895094507909,15041.63271027007,295.35311675342496,23.040246175230962,1.1183292092251949,77.9
13200,5647.469770800839,9353.149524470396,15000.619295271235,299.97972994183226,22.96522390891029,1.1219825414157043,77.9
13300,5747.8521076410325,9171.769162526116,14919.621270167148,294.16239195846697,22.98575442324456,1.1209804042560885,77.9
13400,5659.680943648935,9224.069549661272,14883.750493310206,295.83980083208866,22.947217003780587,1.1228629720656227,77.9
13500,5642.109474391589,9256.58383015187,14898.69330454346,296.8826180195296,22.762844407301603,1.1319578443032696,78
13600,5420.283191714392,9459.688849515072,14879.972041229465,303.3967220332633,22.94350602210939,1.1230445887681695,78
13700,5598.586873486391,9248.087463642001,14846.674337128392,296.6101175399372,22.942844867711685,1.1230769520549793,78
13800,5583.165285903924,9218.647735330975,14801.813021234899,295.6659092039967,23.10732060804458,1.1150829956688912,78
13900,5625.442515477975,9168.1746358585,14793.617151336475,294.0471061783991,23.038384051087764,1.118419600452979,78
14000,5633.7222048220065,9302.405825824659,14936.128030646665,298.3522480998952,22.934634025344234,1.1234790255221052,78.1
14100,5699.241488286687,9248.169132419083,14947.41062070577,296.6127368691407,22.816655821999856,1.129288204481556,78.1
14200,5669.2031524670165,9348.909831855754,15018.11298432277,299.84375201886104,22.99002793998275,1.1207720300630133,78.1
14300,5701.595648402952,9225.864379473598,14927.46002787655,295.89736567278584,23.03307691013113,1.118677299868972,78.1
14400,5605.443976331655,9385.487492394599,14990.931468726254,301.01689232861867,22.98540163486609,1.1209976094746612,78.1
14500,5874.601248312858,9081.008797407538,14955.610045720396,291.2514719794308,22.97375332732458,1.1215659852521156,78
14600,5680.6521255428015,9177.343882711386,14857.996008254187,294.34118767335457,22.96811860713852,1.1218411366741885,78
14700,5374.365065313497,9287.174199218443,14661.53926453194,297.8637303846643,22.831905992092516,1.128533916284682,78.1
14800,5713.3596690928025,8970.607762315476,14683.967431408279,287.7106248449368,22.831905992092516,1.128533916284682,78.1
14900,5502.99032668781,9091.078168986143,14594.068495673953,291.57442280566653,22.897922293173263,1.1252802745855177,78.1
15000,5440.227898994854,9190.659417315765,14630.887316310618,294.76825135540116,23.001891548434426,1.1201939732323278,78.1
15100,5578.06659854835,9069.484291679426,14647.550890227776,290.88185123221757,22.916029062051436,1.1243911506539712,78.1
15200,5186.313486038023,9398.23674571129,14584.550231749314,301.4257939030985,22.756450745931787,1.1322758796253058,78.2
15300,5569.300089002092,9136.8581869399,14706.158275941993,293.0427065518603,22.88999758602672,1.1256698559561737,78.2
15400,5453.815026302167,9344.626067362202,14798.441093664369,299.7063605965869,22.95727489542986,1.12237103065875,78.2
15500,5493.826921487307,9258.701240826824,14752.52816231413,296.9505288639769,22.855893280288544,1.1273495185472169,78.2
15600,5659.988072301268,9175.668399804032,14835.6564721053,294.28745059700873,22.895398106823333,1.1254043351978602,78.2
15700,5639.562329497174,9291.893447436498,14931.455776933672,298.0150888978877,23.02151641512873,1.1192390553633207,78.2
15800,5593.783617277055,9465.612300419441,15059.395917696496,303.58670244552627,22.8102561464993,1.1296050390672299,78.2
15900,5447.626662411203,9463.46141011431,14911.088072525514,303.5177178226268,22.904176975699716,1.124972982562832,78.3
16000,5666.411334052602,9081.448487305435,14747.859821358037,291.2655739732549,22.813691388343823,1.1294349453094097,78.3
16100,5548.116192913738,9165.229371186815,14713.345564100553,293.9526439121317,22.80097556694943,1.130064817176031,78.2
16200,5589.281841858647,9213.707625929897,14802.989467788544,295.50746710060247,22.742740729906917,1.1329584499732948,78.3
16300,5558.25917915305,9255.0088106752,14813.26798982825,296.8321030656064,22.527232526324095,1.1437969690857694,78.3
16400,5432.641949765253,9326.435639830519,14759.077589595772,299.1229464723708,22.705226937704392,1.1348303347152093,78.3
16500,5495.03553255579,9246.718588619935,14741.754121175725,296.56621417258816,22.527611757925005,1.1437777143169832,78.3
16600,5279.998219180859,9252.448194518058,14532.446413698917,296.7499774734415,22.75003444545767,1.1325952207797418,78.3
16700,5301.06305059154,9157.592030961416,14458.655081552955,293.7076946303635,22.731868695745792,1.1335003131670387,78.3
16800,5419.603915118467,8970.974748070112,14390.578663188579,287.7223950285824,22.804179967762835,1.1299060225767743,78.4
16900,5223.706260555598,9143.18801628979,14366.894276845389,293.2457205733929,22.64806325775987,1.137694644890728,78.4
17000,5161.437090610889,9143.711629668896,14305.148720279785,293.2625142106215,22.64806325775987,1.137694644890728,78.5
17100,5309.866021225884,8992.969124275365,14302.835145501249,288.42781163900105,22.752887256890126,1.1324532132816292,78.5
17200,5168.052862010554,9066.868992708867,14234.921854719421,290.79797182059764,22.916646366241437,1.1243608630037887,78.6
17300,5106.998179658505,9043.780711853267,14150.778891511773,290.0574708548253,22.91698390996793,1.1243443023186168,78.6
17400,5404.485150736327,8762.072930724617,14166.558081460944,281.0223726898282,23.047980955413237,1.1179539038732202,78.6
17500,5013.927489483962,9160.734455953167,14174.661945437128,293.8084803387414,22.902844515494944,1.1250384321505327,78.7
17600,5127.971174694772,9052.236211417629,14180.2073861124,290.3286606256297,22.89555334204724,1.1253967047907085,78.7
17700,5107.840785441855,9116.420689519282,14224.261474961137,292.38722307638676,22.80854642357502,1.1296897139778888,78.8
17800,5090.609539913596,9145.337321957768,14235.946861871364,293.31465437287466,22.777334643981828,1.1312377276903136,78.8
17900,5212.551279388135,9159.08715005726,14371.638429445395,293.7556469721313,22.712698485730204,1.1344570219909504,78.8
18000,5206.043432404047,9231.362360187464,14437.405792591511,296.07370015407,22.749545313319455,1.1326195724190578,78.7
18100,5281.418829420094,9116.663111940974,14398.081941361068,292.39499819132544,22.899421443166222,1.125206606177785,78.8
18200,5337.288068570961,9169.054034997049,14506.34210356801,294.0753107864194,23.01594057043012,1.1195102023596482,78.8
18300,5543.855516712123,9032.904111075093,14576.759627787216,289.7086300974328,22.903369809465392,1.125012629139454,78.8
18400,5234.406447696601,9281.093009368045,14515.499457064647,297.6686908758577,22.76911950381935,1.1316458803414735,78.8
18500,5406.23679666673,9145.774770423659,14552.011567090389,293.3286844781689,22.97554255339268,1.1214786430231676,78.8
18600,5406.353904477743,9037.061348372907,14443.41525285065,289.84196346483367,22.834419214107037,1.1284097065880854,78.8
18700,5398.75615555908,8855.566583398217,14254.322738957297,284.0209562799788,23.097105123127115,1.1155761792719123,78.8
18800,5347.837679337943,8760.519823773993,14108.357503111936,280.97256052736896,23.13385167485709,1.113804162300571,78.8
18900,5321.191370223452,8837.376391283777,14158.567761507229,283.4375497062035,23.169008145163293,1.1121140846453899,78.8
19000,5292.035530572051,8896.958893203511,14188.994423775563,285.348514861671,22.922579071558374,1.1240698616444185,78.9
19100,5245.51070855782,8870.628278815577,14116.138987373397,284.50402386186073,22.91535936271553,1.12442401088518,78.9
19200,5113.799946888008,8965.634899456885,14079.434846344893,287.5511322533285,22.91535936271553,1.12442401088518,79
19300,5168.429616349902,9050.654193338924,14219.083809688826,290.2779212084129,22.91383696960132,1.1244987175078158,79
19400,5314.89435677103,9001.200627550148,14316.094984321178,288.69181726864747,22.904027952338936,1.1249803021161875,79
19500,5425.357822879538,8997.909569803027,14423.267392682565,288.58626452284545,22.970708762608698,1.1217146389249526,79.1
19600,5374.449962645922,9108.089779972057,14482.539742617979,292.12002923012056,22.98123404309193,1.1212008997073504,79.1
19700,5655.649001603946,8914.375374518235,14570.024376122181,285.9071065261856,23.02714036157763,1.1189657022499058,79.2
19800,5380.155332256727,9127.176552466955,14507.331884723682,292.7321914588437,22.95511163623088,1.1224768014123503,79.2
19900,5255.964338809077,9152.456683571101,14408.421022380178,293.54299073898727,22.76284036490596,1.1319580453248201,79.3
20000,5454.664378761219,9104.835854976027,14559.500233737246,292.01566742782,22.82764717175396,1.1287444602430348,79.3
20100,5442.264394068734,9176.874734713145,14619.139128781879,294.32614088195595,22.577318306707152,1.141259556846716,79.4
20200,5476.988149273457,9215.026386610736,14692.014535884193,295.5497631712321,22.707182038851037,1.1347326251850327,79.4
20300,5703.51568692999,9059.103391427745,14762.619078357735,290.5489088745759,22.914382084366046,1.1244719665855534,79.4
20400,5701.831296260047,9057.27454194166,14759.105838201707,290.49025293483015,22.793058377079902,1.130457346233538,79.4
20500,5352.420521557186,9439.581779648224,14792.00230120541,302.7518362252477,22.830214566840834,1.1286175261324034,79.4
20600,5537.267557429826,9211.407268249362,14748.674825679189,295.4336886718528,22.8578439534436,1.1272533112913325,79.4
20700,5481.38506615525,9304.543061788421,14785.928127943671,298.4207947927021,22.91124105539976,1.124626126677112,79.4
20800,5566.308425931049,9123.892137799625,14690.200563730674,292.6268517738162,22.782666492325394,1.1309729830869284,79.4
20900,5377.7172390027845,9238.99791722193,14616.715156224715,296.3185922442865,22.859188140139196,1.1271870255206256,79.4
21000,5236.573623650074,9480.409165395586,14716.98278904566,304.0612762292466,23.025524006246464,1.1190442518706543,79.5
21100,5626.634124044373,9202.432695267804,14829.066819312176,295.14585087215676,23.11888659876945,1.1145251383719896,79.5
21200,5528.126149896794,9399.314011593238,14927.440161490033,301.46034461005524,23.087044015087343,1.1160623364628857,79.5
21300,5761.54498853167,9234.245483420564,14995.790471952234,296.16616938345544,23.087044015087343,1.1160623364628857,79.6
21400,5489.752542048882,9660.669733728719,15150.4222757776,309.84269953123277,22.962373856456377,1.1221218000618443,79.6
21500,6053.732844637816,9107.94636164488,15161.679206282695,292.11542943291397,23.202144493081352,1.110525809076967,79.6
21600,5606.542756640214,9528.024457087424,15134.567213727638,305.5884219575865,23.0679009439838,1.1169885091872604,79.7
21700,5729.392991367655,9371.284713482411,15100.677704850066,300.56137242365463,23.136849198895153,1.1136598619802685,79.7
21800,5729.089033719174,9333.964675096433,15063.053708815607,299.364422133578,23.245808351113883,1.1084398484368125,79.7
21900,5921.419557926034,9250.23794719206,15171.657505118093,296.67908911714795,23.1948256267619,1.1108762230042677,79.7
22000,5871.848227548762,9278.519675609756,15150.367903158518,297.5861573972853,23.134526861949144,1.1137716556408086,79.8
22100,5834.1110261657595,9380.641716124634,15214.752742290393,300.8614757330623,23.134526861949144,1.1137716556408086,79.8
22200,5960.462358057419,9162.424108239002,15122.88646629642,293.8626718637538,23.05493314274662,1.1176167862194109,79.8
22300,5548.50126138296,9545.64014236572,15094.141403748681,306.15340260915184,23.067818395548024,1.116992506342632,79.9
22400,5620.1245729824,9472.50883105406,15092.63340403646,303.8078920450185,23.056280731437198,1.1175514639864343,79.9
22500,5556.476947458432,9419.938678338605,14976.415625797037,302.12183109054274,22.99413412712668,1.120571887727769,79.9
22600,5585.76423008315,9313.43329345159,14899.19752353474,298.70592754787305,23.007256764674953,1.1199327476999141,80
22700,5777.459203513863,9167.59152231761,14945.050725831474,294.0284042168765,23.054225567145167,1.1176510878864696,80
22800,5807.324221018884,9275.794138530462,15083.118359549346,297.4987423640012,23.23579585752541,1.1089174841908762,80
22900,5701.985918890525,9364.055474233577,15066.041393124102,300.3295119971879,23.23579585752541,1.1089174841908762,80
23000,5954.860462344543,9057.925788024955,15012.786250369498,290.5111400834512,23.33264319394012,1.1043146749954105,80
23100,5651.828529157625,9277.499632339686,14929.328161497311,297.55344196769835,23.262032552370172,1.1076667624590053,80.1
23200,5495.085137050555,9521.025210350972,15016.110347401527,305.36393798667336,23.120789419390725,1.1144334139339631,80.1
23300,5656.895550836998,9198.656530978282,14855.55208181528,295.0247395031122,23.345998527493805,1.1036829397190022,80.1
23400,5768.35439870946,9111.355855352873,14879.710254062333,292.2247807267307,23.267866466901154,1.1073890389629475,80.2
23500,5646.43929173355,9162.767479233302,14809.206770966852,293.87368466087315,23.267866466901154,1.1073890389629475,80.2
23600,5415.122140936794,9448.056310253134,14863.178451189928,303.02363637081294,23.052406294084737,1.1177392918027644,80.2
23700,5631.2472760167075,9132.183851477756,14763.431127494463,292.8927885070432,23.13596874256917,1.1137022431263266,80.2
23800,5551.93040161582,9182.07148935857,14734.00189097439,294.49281426304856,23.132508887982894,1.1138688159711607,80.2
23900,5507.560563417217,9261.16205794479,14768.722621362007,297.0294536424755,22.989296048654314,1.1208077111612174,80.2
24000,5623.725033521638,9190.310566980466,14814.035600502104,294.75706282162446,22.98523027322059,1.1210059668412258,80.1
24100,5493.997191173723,9361.645288287715,14855.642479461438,300.2522110915136,23.2351725078149,1.1089472340622195,80.1
24200,5625.09124497154,9187.50461373542,14812.59585870696,294.6670686336265,23.330942777158143,1.104395160178709,80.1
24300,5532.642298143437,9261.343636005337,14793.985934148774,297.03527732116515,23.10367079439083,1.1152591514485888,80.1
24400,5593.012655692037,9311.307187707002,14904.319843399038,298.6377378300223,23.250563703274683,1.108213143317072,80.1
24500,5680.031183978586,9108.647757909594,14788.67894188818,292.1379250277423,23.243997187814085,1.1085262176424744,80
24600,5689.227308489375,9042.138881147348,14731.366189636723,290.0048130917388,23.264833270427392,1.10753341689547,80
24700,5368.590433874451,9226.092341965217,14594.682775839668,295.9046770203158,23.30701899540515,1.1055287804321778,79.9
