dt,Temp,rmse[Temp],PotEng,rmse[PotEng],Press,rmse[Press],MolPress,rmse[MolPress]
0.5,298.26500978811032,0.11024830801651153,-21889.841892397311,5.0302016017696562,427.30284557287882,8.0126261824609415,459.10675968686826,6.0715284494725221,-10251.030408509700,21.977235034988500,82388.293371519918,34.736165747573516,-2548.4328038591179,16.653142767068925
01,295.48990118397768,3.3832191590167468E-002,-21951.002713112284,4.1709525239403193,447.40423071597047,7.9128340535592496,438.65092384831229,10.279660054433666
03,293.58535645923376,3.3718376476003988E-002,-21986.591444503490,4.4715785828771502,490.93708132907346,6.6838554945871724,454.64600326782380,10.882263586988307
06,293.53339573564864,3.4603583874532419E-002,-21987.407139177980,3.8550606954131070,473.20348615618053,6.6631390749714354,435.58048131594524,10.182705752157243
09,293.56336510554615,3.4969247590935129E-002,-21982.863049334221,4.5917173878139321,474.44523074893647,6.7080411821662391,438.87209603076133,9.6069671795971701
15,296.10620736420924,3.5527905224888794E-002,-22012.606617580383,4.5918731880876722,432.04075121374524,6.6431482063691263,433.75917615410253,10.090234368825566
30,304.19900140320749,3.7422551616346666E-002,-22003.607673545681,4.6862025558052958,628.72225662039557,6.6332013908342624,433.76053673691018,8.8187089868224202
45,311.07171596227420,3.8184191519540847E-002,-22010.964228494024,4.8430547701798110,-48.904256120134974,6.7888585651409423,411.26653410142785,9.9556505108048370
90,424.00862201630218,0.21986587469706248,-21975.175792508326,4.8947966419328743,-285.07691087008237,6.8879960569602332,605.07225559084077,9.5018619432705282
