# Angle (degree),  Occurrence
70.25000000,  0.000000000
70.75000000,  0.000000000
71.25000000,  0.000000000
71.75000000,  0.000000000
72.25000000,  0.000000000
72.75000000,  0.000000000
73.25000000,  0.000000000
73.75000000,  0.000000000
74.25000000,  0.000000000
74.75000000,  0.000000000
75.25000000,  0.000000000
75.75000000,  0.000000000
76.25000000,  0.000000000
76.75000000,  0.000000000
77.25000000,  0.000000000
77.75000000,  0.000000000
78.25000000,  0.000000000
78.75000000,  0.000000000
79.25000000,  0.000000000
79.75000000,  0.000000000
80.25000000,  0.000000000
80.75000000,  0.000000000
81.25000000,  0.000000000
81.75000000,  0.0009249415422
82.25000000,  0.002532288338
82.75000000,  0.002396488513
83.25000000,  0.01301880817
83.75000000,  0.01515936857
84.25000000,  0.02444510028
84.75000000,  0.02510980475
85.25000000,  0.02586139582
85.75000000,  0.05780042242
86.25000000,  0.09619463774
86.75000000,  0.1317016479
87.25000000,  0.1989584207
87.75000000,  0.3025346160
88.25000000,  0.4625334208
88.75000000,  0.6061806991
89.25000000,  0.8133850945
89.75000000,  1.228926551
90.25000000,  1.659304320
90.75000000,  2.308703973
91.25000000,  3.145287798
91.75000000,  4.203887911
92.25000000,  5.421615198
92.75000000,  7.133837529
93.25000000,  9.449289998
93.75000000,  12.20551842
94.25000000,  15.75405320
94.75000000,  19.64882667
95.25000000,  25.04124967
95.75000000,  31.58494978
96.25000000,  39.37618780
96.75000000,  48.83691607
97.25000000,  58.51573793
97.75000000,  70.92469612
98.25000000,  84.67146392
98.75000000,  100.0170860
99.25000000,  118.1537686
99.75000000,  138.1124774
100.2500000,  159.3990797
100.7500000,  182.1097408
101.2500000,  205.5801526
101.7500000,  229.9242504
102.2500000,  257.2692214
102.7500000,  284.0152056
103.2500000,  309.6160215
103.7500000,  333.7539791
104.2500000,  358.8750139
104.7500000,  381.8942483
105.2500000,  403.0030196
105.7500000,  421.1664781
106.2500000,  435.2130567
106.7500000,  446.1061616
107.2500000,  453.0264610
107.7500000,  455.7138793
108.2500000,  454.5588157
108.7500000,  451.7753245
109.2500000,  441.0254782
109.7500000,  428.7881866
110.2500000,  412.5723972
110.7500000,  393.2054070
111.2500000,  371.3744976
111.7500000,  347.6997096
112.2500000,  322.3820547
112.7500000,  296.2141002
113.2500000,  271.8632298
113.7500000,  242.9587452
114.2500000,  217.2638850
114.7500000,  193.0751668
115.2500000,  168.9518119
115.7500000,  148.2239240
116.2500000,  128.0286856
116.7500000,  108.7134851
117.2500000,  92.16801474
117.7500000,  77.33231981
118.2500000,  64.01177807
118.7500000,  52.45956779
119.2500000,  42.96553100
119.7500000,  34.40272340
120.2500000,  27.48274795
120.7500000,  21.90974523
121.2500000,  17.15135895
121.7500000,  13.54271880
122.2500000,  10.43434498
122.7500000,  7.973945580
123.2500000,  6.106155936
123.7500000,  4.361416055
124.2500000,  3.371386193
124.7500000,  2.535332583
125.2500000,  1.846629279
125.7500000,  1.289058280
126.2500000,  1.003273409
126.7500000,  0.7143382570
127.2500000,  0.4893446149
127.7500000,  0.3240972250
128.2500000,  0.2728422591
128.7500000,  0.1688766822
129.2500000,  0.09997165625
129.7500000,  0.06908504871
