# Angle (degree),  Occurrence
70.25000000,  0.000000000
70.75000000,  0.000000000
71.25000000,  0.000000000
71.75000000,  0.000000000
72.25000000,  0.000000000
72.75000000,  0.000000000
73.25000000,  0.000000000
73.75000000,  0.000000000
74.25000000,  0.000000000
74.75000000,  0.000000000
75.25000000,  0.000000000
75.75000000,  0.000000000
76.25000000,  0.000000000
76.75000000,  0.000000000
77.25000000,  0.000000000
77.75000000,  0.000000000
78.25000000,  0.000000000
78.75000000,  0.000000000
79.25000000,  0.000000000
79.75000000,  0.000000000
80.25000000,  0.002124846302
80.75000000,  0.0006874544204
81.25000000,  0.000000000
81.75000000,  0.0008201930187
82.25000000,  0.004804408426
82.75000000,  0.005316489723
83.25000000,  0.009389146142
83.75000000,  0.007340338275
84.25000000,  0.02060325829
84.75000000,  0.03046454739
85.25000000,  0.04090735304
85.75000000,  0.08011538083
86.25000000,  0.1016142841
86.75000000,  0.1718830468
87.25000000,  0.2634847306
87.75000000,  0.3534481641
88.25000000,  0.4852504449
88.75000000,  0.7063045157
89.25000000,  1.019823013
89.75000000,  1.444842370
90.25000000,  1.878888636
90.75000000,  2.509708777
91.25000000,  3.399619187
91.75000000,  4.577068393
92.25000000,  6.083086442
92.75000000,  8.119791746
93.25000000,  10.61560736
93.75000000,  13.45126483
94.25000000,  17.06954121
94.75000000,  22.33467806
95.25000000,  27.59965035
95.75000000,  34.59412521
96.25000000,  42.32383531
96.75000000,  51.93119713
97.25000000,  63.72902253
97.75000000,  75.90584521
98.25000000,  90.78727285
98.75000000,  107.4844888
99.25000000,  125.3453487
99.75000000,  145.0311165
100.2500000,  167.8405551
100.7500000,  190.8667374
101.2500000,  215.1586760
101.7500000,  241.1102567
102.2500000,  266.6016217
102.7500000,  293.7813687
103.2500000,  318.9082681
103.7500000,  345.2552134
104.2500000,  369.2552188
104.7500000,  390.8838715
105.2500000,  409.9214641
105.7500000,  425.6827782
106.2500000,  441.1926614
106.7500000,  450.0375289
107.2500000,  455.0201220
107.7500000,  454.9577981
108.2500000,  455.1733946
108.7500000,  446.5334782
109.2500000,  437.0221270
109.7500000,  421.5506044
110.2500000,  406.6280769
110.7500000,  385.9334213
111.2500000,  363.1149406
111.7500000,  338.0401813
112.2500000,  312.4985366
112.7500000,  285.9978511
113.2500000,  260.2554796
113.7500000,  234.1506004
114.2500000,  207.0883009
114.7500000,  183.1903588
115.2500000,  160.7539882
115.7500000,  139.5561089
116.2500000,  119.6478707
116.7500000,  101.6949206
117.2500000,  85.32044105
117.7500000,  71.11994032
118.2500000,  59.46852958
118.7500000,  48.44412272
119.2500000,  39.71824023
119.7500000,  31.73723583
120.2500000,  25.37446946
120.7500000,  20.22002113
121.2500000,  15.64573614
121.7500000,  12.15382207
122.2500000,  9.370923780
122.7500000,  6.933083469
123.2500000,  5.328081261
123.7500000,  3.901614205
124.2500000,  2.977699522
124.7500000,  2.124625318
125.2500000,  1.516377983
125.7500000,  1.175922023
126.2500000,  0.8645277633
126.7500000,  0.5808901479
127.2500000,  0.4212791887
127.7500000,  0.3031296087
128.2500000,  0.1596722738
128.7500000,  0.1227748447
129.2500000,  0.1227953117
129.7500000,  0.06928306951
