# Dihedral Angle (Degree),  Occurrence
1.000000000,  0.1853021740
3.000000000,  0.1763858140
5.000000000,  0.2139786321
7.000000000,  0.2574505955
9.000000000,  0.3062696415
11.00000000,  0.3674291663
13.00000000,  0.4723716543
15.00000000,  0.5581226834
17.00000000,  0.7659094718
19.00000000,  1.115777826
21.00000000,  1.715448637
23.00000000,  2.243127665
25.00000000,  3.049047389
27.00000000,  4.628302193
29.00000000,  6.294679494
31.00000000,  9.210498552
33.00000000,  13.80665250
35.00000000,  19.45114092
37.00000000,  28.10384769
39.00000000,  40.12187970
41.00000000,  55.63961476
43.00000000,  77.94083850
45.00000000,  105.5377833
47.00000000,  139.1012865
49.00000000,  182.0858226
51.00000000,  232.2977755
53.00000000,  288.0438343
55.00000000,  346.0774415
57.00000000,  408.1027956
59.00000000,  466.8646034
61.00000000,  519.1408330
63.00000000,  562.1217377
65.00000000,  586.0076435
67.00000000,  597.4451390
69.00000000,  589.5600214
71.00000000,  562.3935510
73.00000000,  525.3586748
75.00000000,  474.3855888
77.00000000,  413.8962830
79.00000000,  354.1648778
81.00000000,  293.8770511
83.00000000,  240.5508678
85.00000000,  189.9752440
87.00000000,  146.9859638
89.00000000,  112.9057352
91.00000000,  84.89332686
93.00000000,  62.45727005
95.00000000,  46.06164051
97.00000000,  34.17491830
99.00000000,  24.53497397
101.0000000,  17.99536538
103.0000000,  13.14300830
105.0000000,  9.996106287
107.0000000,  7.438981028
109.0000000,  5.464955278
111.0000000,  4.205287168
113.0000000,  3.396571475
115.0000000,  2.667587879
117.0000000,  2.155204059
119.0000000,  1.885000781
121.0000000,  1.592692509
123.0000000,  1.629072219
125.0000000,  1.397051078
127.0000000,  1.290651936
129.0000000,  1.252444272
131.0000000,  1.401519191
133.0000000,  1.368235747
135.0000000,  1.328853680
137.0000000,  1.449871493
139.0000000,  1.666071135
141.0000000,  1.851605139
143.0000000,  1.955762236
145.0000000,  2.174299430
147.0000000,  2.533740417
149.0000000,  2.856224071
151.0000000,  3.308929668
153.0000000,  3.937892692
155.0000000,  4.482815085
157.0000000,  5.059230316
159.0000000,  5.904771042
161.0000000,  6.854471544
163.0000000,  7.946696001
165.0000000,  8.709154831
167.0000000,  9.225525788
169.0000000,  10.32490738
171.0000000,  11.08739690
173.0000000,  12.04755999
175.0000000,  12.39108784
177.0000000,  13.02074350
179.0000000,  13.12169053
181.0000000,  13.24714478
183.0000000,  13.21475117
185.0000000,  12.85782900
187.0000000,  12.10138744
189.0000000,  11.70501811
191.0000000,  10.71001760
193.0000000,  10.11098230
195.0000000,  8.974321752
197.0000000,  8.129640414
199.0000000,  7.354694345
201.0000000,  6.334246971
203.0000000,  5.337058841
205.0000000,  4.625916533
207.0000000,  4.228699844
209.0000000,  3.660354512
211.0000000,  3.154861853
213.0000000,  2.904110437
215.0000000,  2.384134815
217.0000000,  2.086981450
219.0000000,  1.902496277
221.0000000,  1.696564014
223.0000000,  1.512461712
225.0000000,  1.411407742
227.0000000,  1.296474457
229.0000000,  1.218880948
231.0000000,  1.284679935
233.0000000,  1.207736872
235.0000000,  1.345300232
237.0000000,  1.406344065
239.0000000,  1.638943536
241.0000000,  1.841977500
243.0000000,  2.160680365
245.0000000,  2.751013030
247.0000000,  3.365698591
249.0000000,  4.231692742
251.0000000,  5.458988147
253.0000000,  6.999228951
255.0000000,  9.729013867
257.0000000,  13.04860367
259.0000000,  17.97478880
261.0000000,  24.60422682
263.0000000,  34.13990060
265.0000000,  46.01587099
267.0000000,  62.58618696
269.0000000,  84.47409599
271.0000000,  112.8455359
273.0000000,  147.1173508
275.0000000,  190.0702451
277.0000000,  238.3438276
279.0000000,  291.7074835
281.0000000,  349.2722282
283.0000000,  410.4805379
285.0000000,  468.6429589
287.0000000,  517.6842671
289.0000000,  555.8008372
291.0000000,  579.3928381
293.0000000,  586.0236693
295.0000000,  575.4209863
297.0000000,  548.1958155
299.0000000,  507.8385686
301.0000000,  455.5250528
303.0000000,  397.8482686
305.0000000,  336.9437774
307.0000000,  280.6973293
309.0000000,  224.9251518
311.0000000,  176.7478896
313.0000000,  135.5966535
315.0000000,  101.4702215
317.0000000,  74.47113243
319.0000000,  53.59226742
321.0000000,  38.66095728
323.0000000,  27.15350883
325.0000000,  18.87082974
327.0000000,  13.14230343
329.0000000,  9.065050655
331.0000000,  6.077560533
333.0000000,  4.089723122
335.0000000,  2.795538220
337.0000000,  2.012592741
339.0000000,  1.544731637
341.0000000,  1.075835380
343.0000000,  0.7869001350
345.0000000,  0.5210472600
347.0000000,  0.4327078001
349.0000000,  0.3242006130
351.0000000,  0.3128623799
353.0000000,  0.2982605592
355.0000000,  0.2129814295
357.0000000,  0.1640998593
359.0000000,  0.2322098617
